gene_id,MFL01,MFL02,MFL03,MFL04,MFN01,MFN02,MFN03,MFN04
ENSG00000227351.2,0,0,0,0,0,0,0,0
ENSG00000107554.17,112,127,98,104,90,102,129,109
ENSG00000227695.6,0,1,0,0,0,0,0,0
ENSG00000120054.12,0,0,0,0,0,0,0,0
ENSG00000283232.1,0,0,0,1,0,0,0,0
ENSG00000232230.1,1,0,0,0,0,0,0,1
ENSG00000270623.1,0,0,0,0,0,0,0,0
ENSG00000107566.14,309,305,252,297,334,435,445,415
ENSG00000213341.11,719,631,592,574,515,607,638,621
ENSG00000236308.1,4,1,2,1,0,1,2,1
ENSG00000227492.2,1,0,2,1,0,3,1,4
ENSG00000095485.18,193,148,133,144,122,174,191,159
ENSG00000212464.1,1,1,1,2,0,0,1,1
ENSG00000230224.1,4,7,8,5,3,5,5,3
ENSG00000196072.12,632,652,511,529,435,547,564,528
ENSG00000107593.17,5,8,1,4,7,3,4,4
ENSG00000231188.1,0,0,0,0,0,0,0,0
ENSG00000099194.6,956,967,729,961,1095,1360,1545,1195
ENSG00000235823.4,16,13,14,18,15,27,22,18
ENSG00000212325.1,0,0,0,0,0,0,0,0
ENSG00000075290.8,1,0,1,0,1,4,1,0
ENSG00000075826.17,83,92,68,86,125,108,128,82
ENSG00000166136.16,53,38,41,39,23,21,35,27
ENSG00000166135.14,826,799,638,782,614,724,855,696
ENSG00000075891.23,1,0,0,0,0,0,0,0
ENSG00000222072.1,0,0,0,0,0,0,0,0
ENSG00000272572.1,0,0,1,0,4,0,2,1
ENSG00000119906.13,326,343,269,306,431,582,588,572
ENSG00000055950.17,171,146,130,135,169,180,230,192
ENSG00000095539.15,11,10,10,5,7,13,9,5
ENSG00000236662.1,0,1,1,0,0,0,0,0
ENSG00000107815.10,231,200,183,222,174,188,187,203
ENSG00000107816.17,349,369,225,338,433,443,574,403
ENSG00000186862.20,26,19,17,12,32,45,48,29
ENSG00000107819.14,391,357,296,326,744,756,917,804
ENSG00000273162.1,0,1,1,5,2,1,3,7
ENSG00000107821.15,5,1,0,5,9,7,3,6
ENSG00000107807.13,0,0,1,0,0,0,0,1
ENSG00000237579.3,0,0,0,0,0,0,0,0
ENSG00000227128.5,0,0,0,0,0,0,0,0
ENSG00000229649.1,0,0,1,0,0,0,0,0
ENSG00000289441.1,0,0,0,0,0,0,0,0
ENSG00000225208.1,0,0,0,0,0,0,0,0
ENSG00000166167.18,194,185,138,176,163,199,222,187
ENSG00000222414.1,0,0,0,0,0,0,0,0
ENSG00000166171.13,106,90,73,83,65,96,105,100
ENSG00000166169.17,167,186,124,144,151,131,152,133
ENSG00000107829.15,222,211,165,176,176,179,243,186
ENSG00000222051.1,0,1,0,0,0,0,3,0
ENSG00000286489.1,0,0,0,0,0,1,0,0
ENSG00000224817.2,0,1,1,0,0,0,0,0
ENSG00000107831.14,1,1,1,0,0,0,0,0
ENSG00000107833.10,168,132,135,164,106,129,134,126
ENSG00000198408.14,1487,1331,1161,1223,1032,1289,1260,1322
ENSG00000226009.2,3,1,0,1,0,2,2,1
ENSG00000120049.20,14,8,8,11,20,17,16,16
ENSG00000120029.13,367,380,289,329,296,321,367,305
ENSG00000274742.1,0,0,0,0,0,0,0,0
ENSG00000222430.1,0,0,0,0,0,0,0,0
ENSG00000166189.8,239,293,215,232,230,245,310,251
ENSG00000224302.1,1,2,0,2,0,0,0,0
ENSG00000229629.1,0,0,0,0,1,0,0,0
ENSG00000198728.11,344,376,298,320,428,456,551,387
ENSG00000148840.11,865,751,649,784,654,594,802,661
ENSG00000166197.17,1935,1752,1453,1631,1293,1366,1542,1596
ENSG00000119915.5,2,6,2,1,2,1,0,0
ENSG00000107859.10,1,0,0,0,0,0,0,0
ENSG00000107862.7,1248,1199,896,1128,977,926,1252,977
ENSG00000077150.20,7919,7969,5534,7001,1953,1774,2294,1871
ENSG00000059915.17,67,86,58,74,39,27,49,38
ENSG00000107872.14,104,99,88,107,84,83,120,99
ENSG00000107874.11,364,393,263,340,388,411,487,425
ENSG00000202569.4,0,0,0,0,0,1,0,0
ENSG00000269609.6,35,41,21,48,62,66,74,59
ENSG00000120055.7,0,0,0,1,0,0,0,0
ENSG00000138111.14,104,112,86,109,187,174,193,143
ENSG00000138107.13,1105,1108,892,957,864,828,978,820
ENSG00000107882.12,231,211,175,188,322,331,367,341
ENSG00000228657.1,3,3,3,1,0,0,1,1
ENSG00000272933.1,53,63,46,102,46,33,67,29
ENSG00000171206.15,1604,1496,1215,1459,991,920,1159,1068
ENSG00000138175.9,219,206,165,167,200,257,306,255
ENSG00000156398.13,52,57,39,60,38,49,65,58
ENSG00000166272.18,666,684,518,590,673,790,908,715
ENSG00000252994.1,1,0,0,0,0,0,0,0
ENSG00000148795.7,0,0,0,1,0,0,0,0
ENSG00000213061.2,0,1,0,0,2,0,0,0
ENSG00000282772.1,2,1,1,1,0,1,1,0
ENSG00000166275.16,179,122,126,119,138,149,157,146
ENSG00000283337.1,1,1,0,0,0,0,1,1
ENSG00000214435.9,0,0,0,0,1,1,0,0
ENSG00000235266.1,0,1,1,0,0,0,0,1
ENSG00000286575.1,1,1,3,2,2,1,1,1
ENSG00000272912.1,0,0,0,0,0,0,0,0
ENSG00000148842.18,110,95,84,104,73,105,129,112
ENSG00000076685.19,657,650,492,567,300,363,436,394
ENSG00000237827.1,0,0,3,0,0,1,0,0
ENSG00000213277.3,2,5,6,5,1,1,2,1
ENSG00000229256.1,3,5,0,1,1,1,0,2
ENSG00000235376.5,5,3,4,4,4,1,1,3
ENSG00000148798.11,123,105,85,101,261,253,274,287
ENSG00000156374.16,88,79,56,73,72,97,125,104
ENSG00000148835.12,206,205,164,196,187,185,252,194
ENSG00000173915.16,468,384,307,364,274,336,402,370
ENSG00000148843.15,1464,1367,1095,1323,1047,1119,1337,1175
ENSG00000138172.11,123,100,106,114,355,346,414,356
ENSG00000273485.1,0,0,1,0,0,0,0,3
ENSG00000234699.1,0,0,0,1,1,1,0,0
ENSG00000185933.7,0,0,0,0,1,3,0,1
ENSG00000183128.7,2,0,0,0,0,2,0,1
ENSG00000107954.11,30,23,18,24,27,36,50,28
ENSG00000287419.1,1,0,0,1,0,0,1,0
ENSG00000107957.17,447,388,408,461,1097,1248,1687,1478
ENSG00000273108.1,0,5,2,7,8,10,6,5
ENSG00000222503.1,1,0,1,0,2,0,0,1
ENSG00000280693.2,2,0,0,1,1,4,6,3
ENSG00000260461.1,0,0,0,0,0,1,0,0
ENSG00000107960.11,65,79,63,56,99,103,114,121
ENSG00000065613.15,1023,873,749,845,847,1037,1063,1118
ENSG00000266754.2,0,0,1,0,0,0,0,0
ENSG00000065618.21,6,3,4,4,1,3,3,1
ENSG00000156384.15,65,56,40,53,36,58,58,63
ENSG00000197748.13,4,3,0,4,3,2,3,0
ENSG00000208033.1,0,0,0,0,0,0,0,0
ENSG00000148834.13,2038,1890,1575,1640,1613,1799,1981,1834
ENSG00000266852.2,2,0,0,1,0,0,2,0
ENSG00000065621.15,3,4,4,3,2,8,5,5
ENSG00000148841.17,728,674,593,704,702,679,845,783
ENSG00000228261.1,1,0,0,0,0,0,1,1
ENSG00000231233.2,24,16,21,18,8,11,6,13
ENSG00000120051.15,65,54,65,54,65,69,46,54
ENSG00000156395.14,0,0,0,0,0,0,0,0
ENSG00000233477.1,0,1,0,0,0,1,0,0
ENSG00000213260.3,42,44,40,45,31,41,38,63
ENSG00000229466.2,0,2,2,1,1,1,0,0
ENSG00000287732.1,0,0,0,2,0,1,0,0
ENSG00000229775.7,0,0,0,0,0,0,0,0
ENSG00000215002.2,2,2,0,3,0,1,0,0
ENSG00000108018.16,8,14,6,7,9,3,14,15
ENSG00000287047.1,3,2,2,6,1,0,1,0
ENSG00000200626.1,0,0,0,0,0,0,0,0
ENSG00000229981.8,0,0,0,2,0,0,0,0
ENSG00000223381.2,0,0,0,0,0,0,0,0
ENSG00000200217.1,0,0,0,0,0,0,0,0
ENSG00000237242.1,0,0,0,0,0,0,0,0
ENSG00000270294.1,2,1,0,2,0,0,0,1
ENSG00000108039.18,868,819,662,807,742,760,958,768
ENSG00000203876.10,0,0,0,0,0,1,0,0
ENSG00000148700.15,34,43,37,41,83,121,125,85
ENSG00000119950.21,175,177,145,174,184,227,268,218
ENSG00000228417.1,0,0,0,0,0,0,0,0
ENSG00000214067.2,0,0,0,0,0,0,0,0
ENSG00000119953.14,574,504,418,500,375,419,450,471
ENSG00000273143.2,9,8,10,14,10,13,5,8
ENSG00000237642.1,0,0,0,0,0,0,0,1
ENSG00000138166.6,4281,4612,3197,3874,200,198,213,269
ENSG00000233518.1,0,0,0,0,1,0,0,0
ENSG00000108055.11,844,757,662,657,841,1011,1010,961
ENSG00000223302.1,0,0,0,0,0,0,0,0
ENSG00000203867.8,0,1,3,0,0,0,0,0
ENSG00000199364.1,0,0,0,0,0,0,0,0
ENSG00000203497.3,7,3,6,8,3,6,8,6
ENSG00000232470.1,0,0,0,0,1,0,0,0
ENSG00000150593.18,340,270,222,253,213,286,273,263
ENSG00000214413.9,88,73,88,107,68,63,88,83
ENSG00000278601.1,3,2,0,2,1,0,1,0
ENSG00000270589.1,1,1,3,5,2,2,0,2
ENSG00000108061.13,567,519,442,492,393,477,522,510
ENSG00000234118.1,24,35,11,18,4,7,9,4
ENSG00000221214.1,0,0,0,1,0,0,0,0
ENSG00000150594.7,0,1,0,1,1,0,8,1
ENSG00000237618.1,0,0,0,0,0,0,0,0
ENSG00000287231.1,0,0,0,0,0,0,0,0
ENSG00000119927.14,104,108,82,102,221,221,278,260
ENSG00000288938.1,0,0,0,0,2,0,1,1
ENSG00000243316.7,0,0,0,0,0,0,0,0
ENSG00000197142.11,1132,1022,801,1009,449,431,551,543
ENSG00000232934.8,23,24,18,19,11,8,6,15
ENSG00000023041.12,775,708,644,630,713,750,853,732
ENSG00000151532.14,283,330,223,292,273,270,296,295
ENSG00000234017.1,18,19,4,12,17,10,5,6
ENSG00000264763.1,0,0,0,0,0,0,0,0
ENSG00000233340.1,0,0,0,2,1,1,0,0
ENSG00000285676.2,3,5,5,2,12,7,7,6
ENSG00000260917.1,52,46,43,51,48,73,87,71
ENSG00000279315.1,0,0,2,0,1,1,4,0
ENSG00000148737.17,327,269,228,266,183,210,221,209
ENSG00000233547.1,0,0,2,1,0,2,1,1
ENSG00000227560.1,0,0,1,0,0,0,1,0
ENSG00000286289.1,0,0,0,0,0,0,0,0
ENSG00000148702.15,0,0,1,0,0,0,0,0
ENSG00000197893.14,116,77,54,87,2,0,1,3
ENSG00000165806.21,953,989,711,741,204,255,268,255
ENSG00000234393.1,1,3,1,0,0,1,0,1
ENSG00000148735.15,0,0,0,0,0,1,0,0
ENSG00000283656.1,0,0,0,0,0,1,0,0
ENSG00000198924.8,103,91,59,58,122,127,166,128
ENSG00000288933.1,0,1,1,0,0,0,0,0
ENSG00000196865.4,305,266,228,264,279,378,378,383
ENSG00000287857.1,0,0,0,0,2,0,1,4
ENSG00000043591.6,74,90,47,92,75,74,112,70
ENSG00000285540.1,0,0,1,0,0,0,0,0
ENSG00000226582.1,0,0,0,0,0,0,0,0
ENSG00000165813.20,120,139,96,99,61,91,115,109
ENSG00000273904.1,0,0,0,0,0,0,1,0
ENSG00000095627.9,0,0,0,0,0,0,0,0
ENSG00000165816.13,0,0,0,0,0,0,0,0
ENSG00000230165.1,0,0,0,0,0,0,0,0
ENSG00000169129.15,0,0,0,0,0,0,0,0
ENSG00000279796.1,0,0,0,0,0,0,0,0
ENSG00000099204.21,2,7,4,2,2,1,1,1
ENSG00000228169.3,7,11,5,6,2,2,3,1
ENSG00000228484.3,0,0,0,0,0,0,0,0
ENSG00000215760.2,0,0,0,0,0,0,0,0
ENSG00000151553.15,183,228,166,204,129,159,192,170
ENSG00000226428.1,2,5,2,6,2,0,2,1
ENSG00000165832.6,102,86,72,79,106,142,165,145
ENSG00000252611.1,0,0,0,0,0,0,0,0
ENSG00000236799.1,0,0,0,0,0,0,0,0
ENSG00000107518.18,0,0,0,0,0,1,0,0
ENSG00000285582.1,0,0,0,0,0,0,0,0
ENSG00000151892.16,0,0,0,0,0,0,0,0
ENSG00000285587.1,0,0,0,0,0,0,0,0
ENSG00000205433.4,0,0,0,0,0,0,1,0
ENSG00000227096.1,0,2,0,0,0,0,0,0
ENSG00000175535.6,0,0,0,0,0,0,0,0
ENSG00000232091.1,0,0,0,0,0,0,0,0
ENSG00000187021.15,0,0,0,0,0,0,0,0
ENSG00000165863.17,0,0,0,0,0,0,0,0
ENSG00000165868.16,15,7,10,8,4,5,9,2
ENSG00000228195.2,3,2,2,2,0,1,0,1
ENSG00000188316.15,0,0,0,0,0,1,3,0
ENSG00000187164.20,228,199,210,224,239,326,356,330
ENSG00000287655.1,1,0,0,3,0,1,0,0
ENSG00000235742.1,0,0,0,3,0,0,1,0
ENSG00000148704.13,0,0,0,0,0,0,0,0
ENSG00000234474.3,0,0,0,0,0,0,0,0
ENSG00000236171.1,2,1,0,0,0,0,0,0
ENSG00000165646.14,0,1,1,1,3,1,2,1
ENSG00000277879.1,3,3,2,2,4,1,7,3
ENSG00000165650.12,308,269,236,291,211,280,326,292
ENSG00000258114.1,0,0,0,0,0,0,0,0
ENSG00000229847.9,0,0,0,0,0,0,0,0
ENSG00000170370.12,0,0,0,0,0,0,0,1
ENSG00000288172.1,0,0,0,0,0,0,0,0
ENSG00000263041.2,0,0,0,0,0,0,0,0
ENSG00000107560.12,234,205,212,188,189,251,271,254
ENSG00000231104.8,0,0,1,3,0,1,3,3
ENSG00000177640.16,1,4,1,0,1,3,2,2
ENSG00000238276.7,0,0,0,0,0,0,0,0
ENSG00000165669.14,287,268,234,229,239,303,273,266
ENSG00000232139.6,0,0,1,0,0,0,0,0
ENSG00000119973.6,0,0,0,1,0,0,0,1
ENSG00000225155.4,1,1,0,1,0,0,0,0
ENSG00000151893.15,894,861,784,866,655,744,899,875
ENSG00000277687.1,7,10,3,6,3,2,6,11
ENSG00000229272.2,1,1,0,1,1,0,1,1
ENSG00000236058.3,32,35,22,24,18,22,26,14
ENSG00000213574.2,20,13,16,14,14,15,17,9
ENSG00000188613.7,112,81,90,104,51,73,84,80
ENSG00000107581.13,6601,5812,4806,5413,5236,6259,6223,5959
ENSG00000207468.1,0,0,0,0,1,1,0,2
ENSG00000222588.1,0,0,0,0,0,0,1,1
ENSG00000289126.1,3,0,1,2,1,4,1,2
ENSG00000271343.1,0,0,0,0,0,0,0,0
ENSG00000119979.18,79,63,66,78,102,114,131,101
ENSG00000183605.17,174,176,137,140,143,173,171,169
ENSG00000165672.7,2581,2479,1970,2220,2031,2397,2801,2434
ENSG00000198873.12,14,17,16,23,25,28,27,30
ENSG00000228485.1,0,0,0,0,0,0,1,0
ENSG00000242853.3,0,0,0,0,0,0,0,0
ENSG00000236426.5,0,0,1,0,0,0,0,0
ENSG00000148908.15,431,434,343,382,587,623,758,631
ENSG00000151923.18,908,872,799,819,828,914,1047,895
ENSG00000234569.1,0,1,1,0,0,0,0,0
ENSG00000227437.1,7,4,2,4,1,0,1,0
ENSG00000151929.10,409,394,319,421,477,436,600,494
ENSG00000232823.2,3,0,2,0,0,1,1,1
ENSG00000198825.15,178,146,122,149,172,159,181,176
ENSG00000270300.2,1,0,3,2,1,1,2,1
ENSG00000197771.13,1084,1020,885,1016,1111,1267,1556,1354
ENSG00000107651.14,853,786,641,708,621,674,794,752
ENSG00000180230.6,4,0,4,3,0,0,0,0
ENSG00000223455.1,0,0,0,0,0,0,0,0
ENSG00000220842.6,31,39,29,50,19,15,8,12
ENSG00000234522.1,0,0,0,0,0,0,0,0
ENSG00000203805.11,0,0,2,1,0,2,1,0
ENSG00000274461.2,3,1,1,4,6,6,9,4
ENSG00000227165.10,1,0,0,1,2,4,1,4
ENSG00000287936.1,0,0,1,1,0,1,1,0
ENSG00000120008.16,952,886,781,805,1036,1137,1250,1221
ENSG00000271670.1,1,0,0,4,4,4,6,0
ENSG00000278484.1,0,0,0,0,0,3,0,0
ENSG00000236762.1,15,18,7,13,5,8,2,6
ENSG00000227143.1,0,0,0,0,0,0,0,0
ENSG00000222979.1,0,0,0,0,0,0,0,0
ENSG00000066468.24,0,0,0,0,0,0,0,0
ENSG00000223432.1,0,0,0,0,0,0,0,0
ENSG00000107669.19,145,140,130,126,213,237,211,233
ENSG00000223540.1,8,5,5,2,2,0,3,1
ENSG00000201884.1,0,0,0,0,0,0,0,0
ENSG00000226864.3,15,11,7,8,15,21,17,17
ENSG00000276742.1,1,1,0,1,1,1,1,1
ENSG00000107672.15,178,145,112,122,165,164,225,201
ENSG00000273891.1,8,9,7,16,12,12,10,13
ENSG00000138162.19,95,94,68,94,227,208,241,220
ENSG00000285973.2,1,2,0,2,13,9,10,7
ENSG00000138152.10,1,0,0,0,1,0,0,0
ENSG00000202245.1,0,0,0,0,0,0,0,0
ENSG00000107679.15,28,38,30,25,24,25,41,36
ENSG00000285955.1,0,0,0,0,0,0,1,0
ENSG00000166033.13,0,0,0,0,0,1,0,1
ENSG00000187908.20,0,1,0,0,0,0,0,0
ENSG00000176584.18,0,0,0,0,0,0,0,0
ENSG00000138161.14,0,0,0,1,2,1,0,2
ENSG00000213185.7,22,19,22,16,31,26,25,31
ENSG00000255624.4,3,11,3,5,11,7,16,6
ENSG00000119965.13,103,98,70,89,67,86,122,75
ENSG00000179988.15,20,29,17,16,21,24,34,30
ENSG00000095574.12,141,135,136,135,123,150,159,140
ENSG00000196177.13,114,128,107,107,139,157,181,180
ENSG00000188620.11,4,0,4,1,3,0,3,1
ENSG00000188816.4,0,0,0,0,0,2,1,0
ENSG00000154473.18,828,782,691,702,710,948,1063,941
ENSG00000227586.5,4,0,0,0,0,3,2,0
ENSG00000230131.6,1,1,0,0,0,1,0,1
ENSG00000154478.4,0,0,0,0,0,0,0,0
ENSG00000121898.13,0,0,0,1,0,0,1,0
ENSG00000213438.2,1,0,0,1,0,1,0,1
ENSG00000288757.1,2,2,2,0,1,1,3,2
ENSG00000232334.1,3,1,2,2,0,0,5,4
ENSG00000182022.18,1501,1238,1087,1293,1299,1411,1692,1570
ENSG00000065154.12,492,473,381,426,446,505,592,504
ENSG00000229544.9,0,0,0,0,0,0,0,0
ENSG00000107902.14,7,10,4,8,6,12,13,12
ENSG00000229455.2,0,0,0,0,0,0,1,1
ENSG00000258539.1,0,0,0,0,0,0,0,0
ENSG00000189319.14,114,120,85,97,186,214,235,207
ENSG00000278831.1,1,0,0,1,1,0,0,2
ENSG00000233334.3,0,0,0,1,0,1,1,1
ENSG00000203791.15,28,35,39,40,36,48,44,52
ENSG00000199466.1,0,1,0,0,1,0,0,0
ENSG00000165660.8,450,400,292,333,353,388,419,399
ENSG00000207494.1,1,0,0,0,0,1,0,1
ENSG00000214807.2,0,1,0,1,0,1,0,4
ENSG00000249456.1,1,2,2,1,0,0,1,2
ENSG00000019995.6,240,189,150,183,193,174,217,181
ENSG00000226899.1,0,2,0,0,0,0,0,0
ENSG00000175029.17,150,147,120,125,139,159,209,197
ENSG00000273599.1,8,10,4,6,6,5,9,7
ENSG00000282787.1,0,1,0,0,1,0,0,0
ENSG00000214298.3,0,1,0,0,0,0,0,0
ENSG00000237675.5,0,0,0,0,0,0,0,0
ENSG00000175018.13,0,0,0,0,0,0,0,0
ENSG00000214297.3,15,17,7,17,2,3,2,2
ENSG00000228021.7,0,0,0,0,2,1,2,1
ENSG00000224023.10,1,1,0,0,1,2,1,0
ENSG00000234134.1,0,1,0,0,0,0,2,0
ENSG00000107938.18,215,224,169,211,180,216,234,259
ENSG00000236991.6,2,0,0,1,2,1,2,0
ENSG00000154485.5,3,3,1,2,4,3,6,5
ENSG00000188690.15,358,319,242,265,346,403,415,359
ENSG00000107949.17,569,509,467,434,388,449,512,470
ENSG00000089876.12,97,76,89,86,87,90,109,106
ENSG00000277371.1,0,1,0,0,0,1,2,0
ENSG00000222629.1,0,0,0,0,0,0,0,1
ENSG00000203780.12,1,2,0,0,0,0,0,1
ENSG00000148848.15,10,9,3,15,4,9,9,7
ENSG00000154493.20,0,0,0,1,0,0,0,0
ENSG00000287326.1,0,0,0,0,0,0,0,0
ENSG00000199321.1,0,0,0,0,0,0,0,0
ENSG00000150760.13,0,0,0,0,0,0,0,0
ENSG00000223528.7,0,0,0,0,0,0,0,0
ENSG00000188916.9,0,0,0,0,0,0,0,0
ENSG00000214285.3,0,0,0,0,0,0,0,0
ENSG00000186766.8,0,0,0,1,0,0,0,0
ENSG00000180745.5,2,0,0,0,0,1,0,0
ENSG00000132334.17,3496,2920,2576,2955,2029,1937,2302,2220
ENSG00000232259.1,4,2,1,5,2,2,1,4
ENSG00000227076.1,3,2,2,1,4,4,10,4
ENSG00000287427.1,0,0,0,2,1,0,0,0
ENSG00000148773.14,1027,1128,798,1031,1826,2239,2667,2079
ENSG00000280953.2,0,0,0,0,0,0,0,0
ENSG00000234640.1,0,0,0,0,0,0,0,0
ENSG00000224190.2,0,0,0,0,0,0,0,0
ENSG00000232985.1,0,0,0,0,0,0,0,0
ENSG00000289087.1,0,0,0,0,0,0,0,0
ENSG00000170430.10,75,82,60,75,77,83,110,72
ENSG00000287466.1,0,1,0,1,1,1,0,0
ENSG00000237224.4,0,0,0,0,0,0,0,0
ENSG00000283141.1,1,1,0,0,1,2,0,3
ENSG00000108001.16,2,3,0,2,5,7,4,3
ENSG00000266676.1,0,0,0,0,0,0,1,0
ENSG00000275005.1,0,1,0,0,0,0,0,1
ENSG00000237489.5,5,8,7,5,6,9,6,10
ENSG00000277218.1,2,0,0,2,0,1,0,1
ENSG00000233122.2,0,3,5,2,3,5,6,2
ENSG00000233319.1,1,0,0,1,0,0,0,0
ENSG00000108010.12,613,547,468,497,441,537,594,472
ENSG00000236303.4,0,0,0,0,0,0,0,0
ENSG00000276375.1,0,0,0,0,0,0,0,0
ENSG00000285529.1,0,0,0,0,0,0,0,0
ENSG00000176769.9,0,0,0,0,0,0,0,0
ENSG00000189275.5,0,0,0,1,0,0,0,0
ENSG00000286295.1,0,0,0,0,0,0,0,0
ENSG00000283095.1,0,0,0,1,0,1,0,0
ENSG00000175470.20,282,287,205,258,264,276,328,306
ENSG00000176171.12,510,389,367,357,212,192,256,231
ENSG00000277959.1,4,5,2,4,7,3,1,2
ENSG00000273521.1,5,3,3,0,1,2,0,0
ENSG00000279982.1,1,0,1,3,3,0,0,2
ENSG00000188385.13,1,0,1,0,0,0,0,0
ENSG00000151640.13,8,9,8,11,4,5,6,5
ENSG00000165752.17,95,93,68,82,157,113,184,140
ENSG00000148814.18,53,49,33,49,53,69,82,62
ENSG00000171813.14,96,86,71,79,141,163,206,154
ENSG00000234311.1,4,4,6,4,12,11,20,11
ENSG00000180066.10,2,2,4,6,13,11,21,10
ENSG00000226900.2,20,11,10,16,27,34,34,26
ENSG00000229081.1,0,1,1,0,0,0,0,0
ENSG00000068383.19,57,39,39,46,71,67,82,65
ENSG00000148826.9,0,0,0,0,0,0,2,0
ENSG00000171811.14,2,3,0,1,0,0,1,1
ENSG00000240707.3,0,0,0,0,0,0,0,0
ENSG00000289633.1,0,0,0,0,1,2,2,3
ENSG00000289039.1,2,0,1,5,3,5,5,5
ENSG00000197177.16,0,0,0,0,0,0,0,0
ENSG00000235264.1,4,7,3,4,1,1,1,1
ENSG00000171798.19,3,0,3,1,2,2,3,6
ENSG00000171794.4,0,1,0,0,0,0,0,0
ENSG00000151650.8,0,0,0,1,3,3,0,0
ENSG00000166917.11,1,0,0,0,0,0,0,1
ENSG00000273980.1,0,0,1,0,0,1,0,0
ENSG00000151651.16,84,61,71,86,121,88,91,76
ENSG00000130640.15,976,907,746,895,1251,1170,1508,1262
ENSG00000198546.15,51,46,35,36,69,49,54,48
ENSG00000130643.9,0,1,1,0,1,1,0,1
ENSG00000230306.1,4,4,2,2,4,2,9,6
ENSG00000226699.1,3,2,1,1,2,2,0,1
ENSG00000165828.15,0,0,1,1,1,1,1,1
ENSG00000148803.12,113,121,72,62,68,78,88,71
ENSG00000127884.5,643,584,460,545,570,640,704,638
ENSG00000148832.16,1,1,3,2,2,1,2,1
ENSG00000254536.2,4,6,2,5,0,3,7,3
ENSG00000148824.19,26,29,21,33,19,15,12,23
ENSG00000203772.8,1,4,2,0,0,1,1,1
ENSG00000214279.13,3,3,1,5,2,0,4,0
ENSG00000130649.10,0,1,1,1,2,0,1,3
ENSG00000278518.1,0,0,1,0,0,1,1,0
ENSG00000171772.17,0,0,0,0,0,0,0,0
ENSG00000288107.1,0,0,0,0,0,1,0,0
ENSG00000225899.8,0,0,0,0,0,0,0,0
ENSG00000233435.2,1,5,1,4,5,8,9,9
ENSG00000270921.1,0,0,0,0,0,0,1,0
ENSG00000230724.9,5,6,2,3,2,2,3,1
ENSG00000177951.18,730,684,503,619,519,615,714,564
ENSG00000177947.15,0,1,0,0,0,0,0,0
ENSG00000177963.15,1764,1751,1250,1584,1541,1606,1973,1571
ENSG00000142082.15,124,116,91,109,163,187,189,155
ENSG00000185627.19,1956,1897,1482,1746,1532,1732,2031,1667
ENSG00000277290.1,16,14,19,11,4,8,18,10
ENSG00000289568.1,0,1,0,0,0,1,0,0
ENSG00000174885.13,2,0,2,0,1,1,0,2
ENSG00000255026.1,2,0,0,2,0,1,1,0
ENSG00000142102.16,341,392,235,304,225,190,248,212
ENSG00000185201.18,672,796,491,515,218,167,244,167
ENSG00000255533.1,1,0,0,0,0,1,0,0
ENSG00000185885.17,424,539,241,343,4,7,5,2
ENSG00000251661.3,16,10,13,9,7,4,4,1
ENSG00000142089.17,5046,5936,3177,4044,485,494,556,409
ENSG00000255328.2,0,2,3,1,0,0,0,0
ENSG00000270972.1,0,1,1,0,0,0,0,0
ENSG00000184363.10,0,1,2,0,2,4,1,2
ENSG00000185187.13,114,119,82,90,148,153,229,146
ENSG00000185101.13,7,10,4,7,4,12,4,8
ENSG00000243562.3,2,2,0,0,1,1,0,1
ENSG00000174915.12,368,385,294,379,415,413,551,432
ENSG00000255237.1,1,3,1,2,1,2,0,1
ENSG00000023191.17,2470,2298,1894,2322,2293,2166,2824,2302
ENSG00000288033.1,2,3,0,2,0,1,1,2
ENSG00000254739.1,1,2,0,2,0,1,5,0
ENSG00000174775.18,395,415,291,343,377,354,411,361
ENSG00000161328.11,30,32,27,46,44,39,49,41
ENSG00000185522.9,27,27,19,29,23,16,23,11
ENSG00000254815.6,4,3,1,2,1,5,2,4
ENSG00000099849.15,71,72,48,91,97,103,122,115
ENSG00000247095.4,128,117,84,84,20,20,20,15
ENSG00000199038.1,3,5,2,5,0,0,2,0
ENSG00000070047.13,1338,1266,911,1159,1097,1092,1354,1159
ENSG00000185507.21,3708,4260,2641,3349,133,115,161,119
ENSG00000099834.19,3,7,9,6,6,8,7,6
ENSG00000070031.4,0,1,0,1,0,1,2,0
ENSG00000069696.7,9,3,2,10,3,10,4,8
ENSG00000177030.19,692,689,528,644,661,654,759,644
ENSG00000255158.1,3,3,6,13,1,4,6,4
ENSG00000177106.17,9,4,7,9,8,11,10,2
ENSG00000177042.16,149,163,141,117,170,150,162,148
ENSG00000269915.1,0,0,1,1,0,0,1,0
ENSG00000177156.11,5897,5774,4484,5356,4787,4883,6027,4910
ENSG00000177225.17,538,565,502,572,652,683,779,595
ENSG00000255284.3,29,23,26,25,45,48,40,41
ENSG00000279672.2,26,21,17,27,31,41,45,40
ENSG00000255142.1,7,8,8,4,9,10,19,8
ENSG00000184524.6,6,5,2,5,7,3,5,2
ENSG00000177542.11,472,502,416,497,406,411,477,392
ENSG00000288675.1,8,9,5,10,12,8,8,10
ENSG00000177595.19,323,297,230,256,274,255,327,304
ENSG00000177600.9,8534,8849,6598,7462,5949,6384,7111,5898
ENSG00000177666.17,869,859,644,829,916,850,1097,872
ENSG00000255108.1,1,0,0,1,0,0,0,0
