gene_id,MFN01,MFN02,MFN03,MFN04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000279971.1,0,0,0,2,0,0,1,0
ENSG00000279329.1,3,0,2,0,2,0,1,1
ENSG00000089335.22,389,429,495,425,40,34,48,51
ENSG00000274104.1,5,5,6,2,2,1,6,4
ENSG00000197841.15,113,145,185,166,29,17,24,26
ENSG00000153896.19,11,10,13,10,1,3,3,0
ENSG00000270281.1,0,0,0,0,1,0,1,1
ENSG00000267767.3,0,0,0,0,1,0,1,0
ENSG00000261754.2,0,0,0,0,0,0,2,0
ENSG00000269086.3,0,0,0,0,1,1,3,0
ENSG00000271171.3,0,0,0,0,0,0,1,1
ENSG00000270876.1,1,0,0,0,0,0,0,0
ENSG00000168661.15,43,52,61,46,2,8,6,3
ENSG00000280106.1,12,13,12,13,2,1,0,2
ENSG00000180884.10,39,47,68,55,7,5,6,7
ENSG00000089351.15,1311,1174,1535,1239,1547,1611,1570,1628
ENSG00000269303.1,0,1,0,0,2,3,1,4
ENSG00000271032.1,3,2,6,6,6,3,0,3
ENSG00000105711.14,26,18,25,16,22,21,27,17
ENSG00000105707.15,0,0,0,0,0,0,1,0
ENSG00000227392.2,0,0,0,0,3,0,2,2
ENSG00000179066.8,0,0,0,0,0,0,3,0
ENSG00000089356.19,0,0,0,0,4,4,6,1
ENSG00000153902.14,18,12,14,13,1,1,3,2
ENSG00000279619.1,3,2,4,4,0,1,1,1
ENSG00000266964.6,0,1,2,0,0,0,0,0
ENSG00000221946.8,5,0,7,0,0,1,0,0
ENSG00000089327.15,2783,2659,2906,2479,2866,2488,2786,2800
ENSG00000177558.4,0,0,0,0,0,1,0,0
ENSG00000262497.1,0,0,2,0,1,0,1,2
ENSG00000105699.17,23,24,39,22,15,11,17,15
ENSG00000271366.1,0,0,1,0,0,0,1,1
ENSG00000268947.1,12,11,9,6,2,1,0,0
ENSG00000288942.1,0,0,0,0,1,0,1,0
ENSG00000105698.16,3363,3585,3957,3504,4960,4323,4911,5103
ENSG00000105697.9,44,63,58,36,103,87,101,113
ENSG00000105695.15,2,3,4,1,12,15,15,16
ENSG00000012124.17,512,519,595,451,242,173,207,245
ENSG00000269553.1,11,9,9,7,0,0,2,0
ENSG00000284034.1,0,0,0,0,1,0,0,0
ENSG00000126266.3,0,1,2,1,2,1,1,1
ENSG00000185897.7,3,1,2,2,0,0,0,1
ENSG00000126251.7,0,0,0,1,0,0,0,0
ENSG00000268222.1,22,49,19,23,42,33,22,21
ENSG00000205786.8,0,0,0,0,2,1,4,2
ENSG00000264400.2,0,0,1,0,7,2,5,2
ENSG00000233214.1,0,1,1,2,0,0,0,0
ENSG00000232680.2,1,1,1,1,0,0,1,0
ENSG00000288731.1,0,1,0,0,0,0,0,1
ENSG00000126262.5,72,90,74,86,10,4,9,10
ENSG00000188508.11,0,0,0,0,0,0,1,0
ENSG00000161249.21,2,1,1,3,9,3,10,10
ENSG00000189001.11,43,29,44,47,157,133,169,187
ENSG00000105679.9,0,0,2,0,0,0,0,0
ENSG00000236144.9,70,84,76,77,17,8,18,9
ENSG00000105677.12,980,979,1170,900,903,764,784,851
ENSG00000105675.9,0,0,0,0,0,0,1,0
ENSG00000283907.1,23,24,17,22,8,2,29,6
ENSG00000283758.2,0,0,0,0,0,1,2,1
ENSG00000224910.2,0,0,0,0,1,6,6,3
ENSG00000267626.1,0,0,0,0,0,0,2,0
ENSG00000249115.9,252,227,283,267,23,15,36,21
ENSG00000126254.12,925,893,1117,780,448,426,503,504
ENSG00000105672.15,5,3,6,4,2,4,5,4
ENSG00000126267.11,1599,1523,1970,1483,1405,1377,1519,1473
ENSG00000105668.7,0,0,0,0,5,2,0,5
ENSG00000226510.2,0,0,0,0,1,0,2,0
ENSG00000267190.1,0,0,0,0,0,1,1,0
ENSG00000011590.14,5,1,3,4,1,1,0,1
ENSG00000272333.8,1236,1156,1390,1260,639,512,657,699
ENSG00000126246.10,14,11,19,17,0,3,1,1
ENSG00000161265.15,28,16,27,13,9,10,14,9
ENSG00000205155.8,151,138,193,154,123,86,99,112
ENSG00000267439.1,0,0,0,1,0,0,0,0
ENSG00000267796.8,30,26,33,33,21,12,11,19
ENSG00000004776.13,0,0,0,1,0,0,0,0
ENSG00000167595.15,228,197,269,182,40,27,35,40
ENSG00000267049.1,1,2,4,1,1,0,1,1
ENSG00000004777.19,77,83,123,55,3,3,11,5
ENSG00000225872.5,1,0,2,3,0,0,1,0
ENSG00000250799.11,0,0,1,0,0,0,1,0
ENSG00000161270.20,2,0,2,2,5,8,8,3
ENSG00000126259.20,4,14,9,11,2,0,5,3
ENSG00000105290.13,45,47,56,46,35,11,18,22
ENSG00000243968.2,0,3,1,0,0,2,2,2
ENSG00000167604.15,477,374,441,419,53,35,52,51
ENSG00000280194.1,11,9,6,3,1,2,3,4
ENSG00000126264.10,30,26,33,22,16,21,25,18
ENSG00000011600.12,8116,7868,9954,7430,4288,3965,4193,4115
ENSG00000126243.9,268,247,317,273,124,107,132,139
ENSG00000267786.1,2,2,3,1,0,1,1,0
ENSG00000267113.1,0,0,0,0,0,0,1,0
ENSG00000267388.1,0,0,0,1,0,0,0,1
ENSG00000205138.4,113,106,133,121,61,60,66,68
ENSG00000181392.17,3,4,4,2,0,2,3,1
ENSG00000239382.11,28,18,31,21,3,3,4,2
ENSG00000267698.2,2,3,1,3,2,1,3,2
ENSG00000105270.15,13,18,19,9,1,3,5,5
ENSG00000161277.11,72,66,81,80,40,45,41,45
ENSG00000075702.19,280,314,393,285,12,17,17,4
ENSG00000280023.1,1,1,1,0,1,2,2,1
ENSG00000105261.8,1,0,1,4,0,1,0,0
ENSG00000105258.9,34,28,49,31,11,19,16,20
ENSG00000105254.12,616,588,767,575,358,369,329,336
ENSG00000126247.11,2857,2630,3376,2680,1908,1784,1827,2001
ENSG00000270760.1,2,4,0,0,10,5,2,3
ENSG00000161281.11,0,1,0,0,0,0,3,0
ENSG00000267005.1,0,0,0,0,3,2,4,0
ENSG00000196357.12,53,62,66,71,18,15,15,23
ENSG00000200179.1,0,0,0,0,0,0,1,1
ENSG00000167635.12,1992,2304,2395,2471,1136,1038,1056,1285
ENSG00000232677.10,8,3,10,8,4,3,17,6
ENSG00000267053.8,2,0,1,1,0,0,3,0
ENSG00000142065.14,107,127,119,128,15,22,25,19
ENSG00000181007.9,81,95,93,85,28,27,39,27
ENSG00000267142.1,0,0,0,0,0,0,0,0
ENSG00000186017.16,133,152,191,161,20,28,30,33
ENSG00000267309.1,8,9,17,6,2,1,0,2
ENSG00000267091.1,1,0,0,0,0,0,0,0
ENSG00000254004.7,405,476,562,558,92,68,81,101
ENSG00000228629.2,2,1,5,2,0,0,0,0
ENSG00000186020.13,224,240,266,249,58,55,63,54
ENSG00000233527.10,42,57,73,63,25,22,23,24
ENSG00000161298.19,59,77,88,63,8,11,11,15
ENSG00000197808.13,58,66,79,59,17,7,9,11
ENSG00000276071.1,17,12,17,13,1,0,3,3
ENSG00000225975.8,55,56,62,39,6,3,10,8
ENSG00000189042.14,154,154,155,150,60,60,61,74
ENSG00000267041.6,108,138,147,144,13,8,22,10
ENSG00000267260.3,2,3,2,4,2,2,4,1
ENSG00000267353.1,0,0,0,0,0,0,0,0
ENSG00000267254.7,32,30,33,26,11,6,15,10
ENSG00000197863.9,112,108,108,136,11,12,16,14
ENSG00000251247.12,27,45,45,27,10,4,16,5
ENSG00000206669.1,1,0,0,0,0,0,0,0
ENSG00000185869.15,29,39,41,32,5,7,10,5
ENSG00000243297.2,3,0,0,2,2,5,15,9
ENSG00000198453.14,49,58,63,61,24,28,30,33
ENSG00000197050.11,139,142,154,180,42,24,37,42
ENSG00000267345.1,1,0,2,2,0,0,0,1
ENSG00000267672.1,1,1,1,1,0,2,0,1
ENSG00000267360.6,0,0,1,0,0,0,0,0
ENSG00000196967.11,53,84,94,80,43,38,31,43
ENSG00000245680.11,252,282,297,265,49,38,62,57
ENSG00000188283.12,156,183,183,193,39,32,46,42
ENSG00000267605.8,0,0,0,0,1,1,1,0
ENSG00000226686.9,0,0,0,0,2,0,1,0
ENSG00000286449.1,0,0,0,0,0,0,1,0
ENSG00000181666.19,342,302,330,292,72,43,80,62
ENSG00000276846.1,2,2,1,1,0,1,2,0
ENSG00000267682.1,4,7,0,0,0,0,2,0
ENSG00000189164.15,80,100,106,83,26,25,27,28
ENSG00000279936.1,1,2,0,1,0,0,0,0
ENSG00000196437.12,134,179,178,191,43,40,40,57
ENSG00000171827.11,120,99,152,121,45,42,41,42
ENSG00000266916.8,1,0,0,0,0,0,0,0
ENSG00000267115.1,0,0,0,0,0,1,0,0
ENSG00000188227.14,9,11,15,3,8,2,11,12
ENSG00000180458.2,0,0,0,2,0,0,0,0
ENSG00000267470.6,1,1,1,5,0,3,4,1
ENSG00000171817.17,6,10,14,10,2,1,2,1
ENSG00000180479.14,16,26,21,15,10,4,5,0
ENSG00000120784.17,75,93,95,90,11,15,15,17
ENSG00000196381.11,0,1,4,1,0,0,0,0
ENSG00000267319.1,0,0,0,0,2,0,0,1
ENSG00000198182.13,13,17,10,12,3,1,4,4
ENSG00000267152.1,3,8,5,6,2,0,0,1
ENSG00000287496.1,0,3,2,3,0,0,0,0
ENSG00000189144.15,53,67,72,59,18,15,21,12
ENSG00000267422.1,7,8,10,7,1,4,4,7
ENSG00000267640.7,0,0,0,1,0,1,1,0
ENSG00000225868.7,0,0,0,0,0,0,1,2
ENSG00000171804.11,0,1,0,0,4,2,5,2
ENSG00000105738.11,779,731,944,747,134,109,123,155
ENSG00000268051.1,0,0,0,0,0,0,0,1
ENSG00000268764.1,1,2,2,0,1,0,0,0
ENSG00000269653.1,1,0,1,2,0,0,1,0
ENSG00000268499.1,0,2,0,1,0,3,2,1
ENSG00000275132.1,0,0,2,0,0,0,0,0
ENSG00000011332.22,4,10,5,13,11,9,7,10
ENSG00000167642.13,19,9,18,11,13,6,19,7
ENSG00000167645.17,380,412,485,370,263,251,265,280
ENSG00000099337.5,305,348,413,309,85,71,76,86
ENSG00000099338.23,11,4,9,8,16,16,20,17
ENSG00000266963.1,0,0,0,0,0,0,0,0
ENSG00000099341.12,2233,2118,2717,2152,2259,2117,2137,2371
ENSG00000179168.15,6,7,8,5,3,1,4,5
ENSG00000188766.13,19,28,27,27,25,23,24,21
ENSG00000130244.13,174,147,208,132,72,77,79,95
ENSG00000171777.16,8,10,8,7,4,1,4,2
ENSG00000196218.14,27,28,36,29,24,24,38,19
ENSG00000104814.13,34,53,54,32,4,5,7,5
ENSG00000267291.1,0,0,0,0,6,5,4,3
ENSG00000178982.10,2015,2069,2505,1957,1296,1230,1261,1329
ENSG00000130402.13,4908,4603,5986,4879,2810,2506,2677,3050
ENSG00000267375.1,0,1,1,0,0,0,0,0
ENSG00000182472.9,5,3,2,1,2,1,9,1
ENSG00000267892.1,0,1,2,1,2,4,3,1
ENSG00000178934.5,0,0,0,0,0,0,1,0
ENSG00000207296.1,0,0,0,0,2,2,0,2
ENSG00000171747.9,2,0,0,0,5,4,20,6
ENSG00000104823.9,497,447,565,411,361,338,374,371
ENSG00000268756.1,3,5,6,2,0,0,3,0
ENSG00000104824.18,2017,2104,2443,2078,1640,1584,1468,1723
ENSG00000269688.1,9,4,13,11,3,1,1,2
ENSG00000187994.14,245,253,325,269,64,62,92,87
ENSG00000269050.1,0,0,4,1,0,0,0,0
ENSG00000068903.21,1004,958,1077,932,694,614,680,732
ENSG00000104825.17,376,386,469,403,455,407,454,484
ENSG00000262484.2,1,2,4,1,0,0,0,0
ENSG00000104835.15,15,23,23,22,8,7,4,3
ENSG00000128626.12,352,304,405,329,171,160,159,181
ENSG00000269486.2,2,0,1,1,0,0,1,0
ENSG00000269190.6,0,0,0,0,2,1,2,0
ENSG00000287271.1,2,3,1,2,3,3,5,2
ENSG00000161243.9,25,30,30,20,17,29,19,16
ENSG00000267992.1,0,0,0,0,0,1,0,0
ENSG00000183760.11,0,0,0,1,1,3,4,1
ENSG00000130669.17,305,242,326,275,184,174,171,216
ENSG00000269172.1,0,0,0,1,1,1,1,3
ENSG00000188505.5,1,2,1,1,1,4,4,1
ENSG00000268510.1,0,0,0,0,1,0,3,0
ENSG00000197110.10,0,0,0,0,0,0,1,0
ENSG00000272395.8,0,0,0,0,0,0,1,0
ENSG00000213926.3,0,0,0,0,0,0,0,1
ENSG00000272311.1,1,0,0,0,0,0,0,0
ENSG00000182393.3,0,0,0,0,0,0,1,0
ENSG00000128011.5,52,54,49,36,8,8,6,11
ENSG00000130755.13,1018,1216,1361,1081,406,365,420,404
ENSG00000269246.1,1,1,3,1,0,0,1,2
ENSG00000179134.16,1651,1630,1987,1689,1259,1126,1274,1392
ENSG00000241983.3,2,3,5,4,1,0,0,1
ENSG00000006712.15,693,674,824,643,394,356,418,444
ENSG00000063322.15,828,868,1111,870,353,280,333,409
ENSG00000288919.1,2,1,3,3,2,3,0,1
ENSG00000128016.7,373,392,466,396,370,340,354,365
ENSG00000266559.1,0,0,2,0,0,0,0,0
ENSG00000090924.15,1317,1188,1601,1165,184,126,154,147
ENSG00000105193.9,8039,8832,10300,7929,7507,6783,7311,7750
ENSG00000196235.14,2515,2603,3058,2625,2506,2216,2402,2480
ENSG00000105197.11,794,810,891,796,551,529,523,573
ENSG00000090932.11,4,4,7,10,2,2,2,1
ENSG00000186838.14,0,0,0,0,0,1,3,1
ENSG00000288770.1,1,0,1,1,7,3,5,8
ENSG00000176401.6,18,17,12,14,4,1,3,2
ENSG00000269792.1,0,0,0,0,0,0,1,0
ENSG00000269584.1,0,0,0,0,0,0,0,1
ENSG00000176396.11,176,167,204,193,45,34,41,44
ENSG00000269188.1,0,0,0,0,0,0,1,0
ENSG00000244253.1,0,0,0,0,6,7,2,4
ENSG00000243581.1,0,0,0,0,0,0,1,0
ENSG00000105198.12,0,0,0,0,0,0,1,0
ENSG00000268153.5,0,1,0,0,0,1,2,0
ENSG00000268243.1,0,0,0,0,0,1,0,0
ENSG00000226025.10,0,0,0,0,0,0,0,0
ENSG00000006659.13,0,0,0,0,0,0,1,0
ENSG00000213921.8,0,0,0,0,1,1,1,0
ENSG00000276445.1,3,2,1,3,0,0,1,0
ENSG00000105204.14,15,19,16,22,5,7,3,9
ENSG00000105202.9,1200,1251,1564,1212,892,818,929,965
ENSG00000275395.7,162,147,173,154,1,2,4,3
ENSG00000187534.6,8,7,7,9,4,7,3,2
ENSG00000013275.8,1433,1509,1718,1596,754,653,747,805
ENSG00000187187.14,99,109,106,107,5,6,8,5
ENSG00000269069.1,59,54,44,53,3,1,3,3
ENSG00000128000.17,227,274,311,255,14,6,14,12
ENSG00000197782.15,310,384,397,405,15,17,18,18
ENSG00000269296.1,0,0,0,0,0,0,1,0
ENSG00000130758.8,196,214,248,227,168,163,192,188
ENSG00000174521.8,2,4,5,2,3,2,1,2
ENSG00000105219.10,2,4,1,1,1,1,3,2
ENSG00000105221.18,1482,1426,1678,1481,709,648,678,807
ENSG00000205041.1,3,5,7,4,1,0,0,1
ENSG00000207631.1,0,2,2,0,0,0,0,0
ENSG00000206674.1,0,0,0,1,1,0,0,0
ENSG00000160392.14,195,207,245,210,85,59,81,94
ENSG00000207281.1,0,1,0,0,0,0,0,1
ENSG00000206925.1,0,0,0,0,0,0,0,0
ENSG00000105223.20,9723,9609,12348,9161,10268,9324,9780,10406
ENSG00000279759.1,52,51,57,36,9,3,9,15
ENSG00000275652.1,0,1,0,0,0,0,0,0
ENSG00000160396.9,4,1,1,2,1,2,1,3
ENSG00000105227.16,67,60,92,83,34,23,33,32
ENSG00000197019.5,317,294,378,329,559,454,534,572
ENSG00000277453.1,0,0,0,0,3,1,1,1
ENSG00000167565.13,218,209,256,210,76,53,59,87
ENSG00000268366.1,2,1,1,3,0,0,0,0
ENSG00000090013.11,599,686,872,604,597,557,594,544
ENSG00000277510.1,0,0,0,0,0,2,1,1
ENSG00000160460.17,2,2,3,3,6,4,9,5
ENSG00000160410.15,1052,1009,1277,999,718,666,642,706
ENSG00000090006.18,246,251,328,242,68,78,80,94
ENSG00000105245.9,112,101,139,111,106,91,93,123
ENSG00000123815.13,174,189,255,206,84,71,78,99
ENSG00000086544.3,188,197,224,201,249,234,215,257
ENSG00000188493.15,303,292,332,262,98,74,105,82
ENSG00000077312.9,493,483,579,444,206,197,223,198
ENSG00000261857.7,0,0,0,1,0,0,0,1
ENSG00000167578.18,11,7,12,13,3,3,2,1
ENSG00000282951.1,4,7,3,3,1,0,1,0
ENSG00000269858.6,134,119,165,120,13,18,18,29
ENSG00000233622.3,11,4,6,2,3,3,2,1
ENSG00000237118.3,3,2,2,1,1,1,0,0
ENSG00000269843.1,2,4,6,2,0,0,0,0
ENSG00000279108.1,8,6,2,4,0,1,0,2
ENSG00000255974.8,0,0,0,0,0,0,0,0
ENSG00000198077.11,0,2,1,0,0,0,0,0
ENSG00000130612.16,0,3,0,0,4,4,4,4
ENSG00000198251.7,0,0,2,0,0,0,0,0
ENSG00000256612.8,15,19,11,13,6,4,8,7
ENSG00000269353.1,0,0,0,0,1,1,3,3
ENSG00000197408.10,0,1,0,0,3,1,10,4
ENSG00000213908.4,0,0,0,0,1,0,0,0
ENSG00000268101.2,0,0,0,0,3,2,7,5
ENSG00000271299.1,0,0,0,0,3,0,1,0
ENSG00000197446.9,0,1,0,0,0,0,3,1
ENSG00000268529.1,0,2,0,0,3,3,3,2
ENSG00000224476.3,0,0,0,0,0,1,3,0
ENSG00000264423.2,0,1,0,0,0,0,0,0
ENSG00000167600.14,411,368,505,403,76,89,80,98
ENSG00000167601.12,25,44,49,40,57,45,47,50
ENSG00000269652.1,0,0,0,1,0,0,0,0
ENSG00000105323.18,4041,4199,5057,3985,2496,2095,2350,2600
ENSG00000239868.3,0,0,2,0,1,1,3,2
ENSG00000105329.11,4849,4400,5294,4545,7074,5926,6601,7085
ENSG00000286177.1,27,27,25,25,33,31,23,44
ENSG00000142039.4,598,603,733,591,200,165,178,177
ENSG00000255730.5,0,0,0,0,0,0,0,0
ENSG00000142046.15,44,41,56,33,14,9,15,21
ENSG00000123810.9,64,79,107,94,47,17,39,31
ENSG00000277744.1,10,12,7,4,0,0,0,1
ENSG00000077348.10,307,315,382,346,278,218,258,288
ENSG00000248098.12,4,12,7,6,5,6,5,7
ENSG00000268987.1,2,2,1,1,17,7,19,12
ENSG00000177191.3,67,66,90,75,50,53,56,69
ENSG00000105341.19,729,788,917,758,604,542,611,606
ENSG00000277136.1,0,0,0,1,0,0,0,0
ENSG00000204978.3,1,0,2,1,0,0,1,0
ENSG00000267107.9,0,0,1,1,10,14,12,11
ENSG00000268034.1,5,10,10,10,9,3,3,7
ENSG00000269800.1,9,9,8,11,5,5,0,3
ENSG00000289298.1,2,4,4,4,0,0,3,4
ENSG00000268355.1,1,0,1,2,1,0,1,2
ENSG00000270164.2,7,6,3,2,6,2,2,3
ENSG00000268027.5,2,1,1,3,9,6,12,5
ENSG00000007129.18,25,28,39,28,5,4,5,2
ENSG00000280014.1,0,0,0,0,0,0,0,0
ENSG00000239736.2,0,0,0,0,1,2,4,1
ENSG00000105352.11,22,40,54,30,1,0,1,1
ENSG00000007306.15,0,0,0,0,0,0,0,0
ENSG00000105388.17,0,0,0,0,1,1,3,1
ENSG00000086548.9,0,3,3,0,4,4,7,5
ENSG00000268833.1,0,0,0,0,0,1,2,2
ENSG00000170956.17,4,4,2,3,0,0,5,1
ENSG00000269119.1,1,8,1,2,2,6,1,2
ENSG00000278239.1,0,0,0,0,4,2,9,5
ENSG00000273111.6,0,0,0,0,9,5,6,2
ENSG00000142025.16,1,0,0,0,1,1,1,0
ENSG00000105372.8,9885,10600,12774,9696,7441,7226,7762,7801
ENSG00000276926.1,1,0,3,0,2,0,1,1
ENSG00000105369.10,3,2,7,2,0,2,2,5
ENSG00000076928.18,2655,2577,3204,2500,784,741,787,828
ENSG00000268041.3,1,2,0,1,0,0,3,2
ENSG00000105404.11,77,68,88,67,66,68,81,73
ENSG00000105409.19,0,0,1,0,2,0,2,1
ENSG00000105737.10,4,9,5,2,1,0,1,1
ENSG00000105732.13,352,311,414,296,213,174,214,228
ENSG00000289115.1,0,0,0,0,2,1,0,0
ENSG00000028277.22,3098,2878,3268,2754,642,601,654,613
ENSG00000254887.1,95,95,125,117,38,34,41,53
ENSG00000266226.1,0,2,2,2,1,0,0,0
ENSG00000259436.1,128,93,134,109,41,42,38,52
ENSG00000160570.14,491,487,619,501,579,484,519,594
ENSG00000167625.11,239,261,314,271,144,119,137,156
ENSG00000105723.13,718,717,829,669,778,727,773,894
ENSG00000279539.1,10,7,4,8,2,0,3,1
ENSG00000105722.10,684,626,791,602,431,424,441,498
ENSG00000079432.9,1350,1199,1610,1243,1178,919,1111,1174
ENSG00000079462.8,82,85,109,83,27,17,35,26
ENSG00000188368.11,4,3,7,2,5,3,3,0
ENSG00000167619.13,34,37,39,31,10,7,10,4
ENSG00000105429.13,1615,1651,2115,1834,318,264,356,311
ENSG00000105427.10,6,5,6,3,6,2,10,1
ENSG00000213904.10,9,10,13,10,4,2,4,8
ENSG00000079435.10,10,16,20,6,2,0,5,1
ENSG00000189377.9,0,1,1,0,3,1,2,2
ENSG00000253048.1,0,1,0,0,0,0,0,0
ENSG00000269374.1,0,0,0,0,0,1,0,0
ENSG00000079385.23,3,2,1,4,1,1,1,1
ENSG00000124469.12,0,0,0,0,1,1,1,1
ENSG00000233681.1,0,0,0,0,0,0,1,0
ENSG00000231561.2,0,0,0,0,0,0,1,0
ENSG00000243167.1,12,24,24,25,26,17,24,22
ENSG00000221826.10,0,0,0,0,0,0,0,1
ENSG00000124467.19,0,0,0,0,0,0,1,0
ENSG00000225877.2,0,0,0,0,1,3,3,0
ENSG00000248257.7,0,0,0,0,0,1,0,0
ENSG00000231924.10,0,0,0,0,1,0,1,0
ENSG00000170848.16,0,0,0,0,1,1,5,0
ENSG00000243130.8,0,0,0,0,0,0,1,0
ENSG00000236932.2,0,0,0,0,0,0,1,0
ENSG00000242221.9,0,0,0,0,5,8,10,3
ENSG00000204941.14,0,0,0,0,0,1,1,1
ENSG00000243137.8,0,0,0,0,0,0,2,0
ENSG00000241104.5,0,0,0,0,0,0,1,1
ENSG00000183668.18,0,0,0,0,0,0,0,0
ENSG00000236123.1,0,0,0,0,0,0,1,0
ENSG00000231412.3,1,0,0,0,0,0,2,0
ENSG00000204936.10,0,0,0,0,0,0,1,0
ENSG00000272396.1,0,0,0,0,0,3,1,1
ENSG00000131126.19,0,2,0,0,0,2,6,4
ENSG00000124466.9,1,5,6,1,10,6,14,11
ENSG00000176531.11,82,97,97,91,57,38,50,42
ENSG00000105755.8,429,424,472,434,390,360,340,453
ENSG00000176472.11,39,27,30,23,27,17,29,28
ENSG00000073050.12,1331,1400,1648,1369,776,752,795,838
ENSG00000269177.1,0,2,1,0,0,0,0,0
ENSG00000269583.1,5,1,3,2,0,0,0,0
ENSG00000234465.11,5432,5598,6716,5177,7641,6743,7577,7938
ENSG00000167378.10,2559,2729,3027,2591,482,420,515,576
ENSG00000124444.16,164,154,188,173,33,40,47,34
ENSG00000226763.5,18,12,18,12,1,1,2,2
ENSG00000131116.12,98,105,123,111,53,57,65,58
ENSG00000105767.3,123,136,160,126,119,105,124,107
ENSG00000011422.12,8755,7810,9347,8131,17204,15180,16764,18898
ENSG00000239948.2,17,13,18,17,8,7,6,4
ENSG00000283525.1,5,6,7,7,1,1,1,0
ENSG00000124449.7,1,0,1,0,1,0,2,3
ENSG00000105771.14,902,888,1110,857,340,362,372,392
ENSG00000104783.15,4611,4211,4979,4405,1565,1482,1639,1731
ENSG00000159871.15,11,19,12,5,8,5,10,7
ENSG00000268601.1,0,0,0,1,0,0,0,1
ENSG00000167637.18,124,132,142,149,17,20,15,23
ENSG00000176222.9,27,23,28,26,5,4,5,4
ENSG00000278917.1,2,1,3,2,5,2,2,2
ENSG00000267058.1,1,2,4,1,1,1,0,1
ENSG00000286613.1,0,3,2,1,0,1,0,0
ENSG00000267191.3,4,4,7,2,0,0,1,1
ENSG00000124459.12,379,416,457,426,68,75,88,97
ENSG00000159905.15,38,48,42,49,5,1,6,6
ENSG00000204920.11,57,76,94,88,26,22,24,43
ENSG00000277806.1,10,9,16,12,0,0,0,1
ENSG00000278492.1,2,2,1,7,0,0,0,1
ENSG00000266921.2,5,13,12,7,1,0,1,0
ENSG00000159882.13,126,145,169,153,51,65,48,76
ENSG00000267144.2,0,0,0,0,0,0,1,0
ENSG00000159885.14,75,79,83,87,72,63,77,64
ENSG00000178386.13,22,22,36,39,5,5,8,7
ENSG00000186026.7,38,32,39,31,10,6,17,6
ENSG00000253021.1,0,0,0,0,0,0,0,0
ENSG00000267680.6,194,253,216,259,27,25,36,42
ENSG00000186019.12,8,17,15,14,2,2,5,8
ENSG00000256294.8,177,184,213,218,44,18,42,38
ENSG00000289428.1,0,2,3,5,0,1,0,0
ENSG00000263002.8,228,239,299,251,31,31,44,21
ENSG00000287035.1,0,1,3,0,0,0,0,0
ENSG00000167380.17,322,362,379,358,58,64,61,75
ENSG00000131115.16,209,186,262,245,98,77,80,97
ENSG00000159917.17,65,59,69,61,15,17,19,29
ENSG00000279103.1,7,5,3,4,5,6,4,5
ENSG00000159915.13,8,10,13,7,3,2,5,3
ENSG00000270679.1,0,0,2,0,0,0,1,2
ENSG00000267590.1,1,1,1,0,0,0,1,0
ENSG00000062370.17,1,1,0,2,0,0,1,0
ENSG00000267508.6,25,39,38,46,8,8,11,8
ENSG00000278318.5,0,0,0,0,4,4,6,1
ENSG00000176761.7,4,11,8,3,1,0,0,2
ENSG00000167384.11,240,265,319,278,54,47,51,50
ENSG00000273777.6,0,0,0,0,2,9,3,1
ENSG00000230666.5,0,1,1,1,4,8,6,5
ENSG00000224366.1,0,0,0,0,0,0,0,0
ENSG00000216588.9,2,2,3,5,0,1,1,0
ENSG00000266903.2,8,9,4,6,2,0,2,2
ENSG00000073008.15,1030,1039,1257,1097,607,573,628,644
ENSG00000186567.14,91,100,122,94,7,9,6,5
ENSG00000213892.12,4,3,2,3,1,0,1,0
ENSG00000252200.1,0,0,0,0,2,3,6,0
ENSG00000288773.1,5,4,3,1,0,0,0,1
ENSG00000069399.15,585,491,642,558,306,288,303,289
ENSG00000253027.1,0,0,0,1,0,0,0,0
ENSG00000236807.1,0,1,0,0,1,0,3,2
ENSG00000142273.13,0,0,0,0,0,0,2,2
ENSG00000285128.1,0,0,0,0,1,2,1,0
ENSG00000187244.12,110,97,130,95,31,39,41,29
ENSG00000130202.10,1370,1167,1525,1324,715,617,735,757
ENSG00000267282.1,0,0,2,0,0,0,0,0
ENSG00000130204.13,1101,1084,1322,1150,896,860,876,965
ENSG00000130203.10,2896,3316,4837,2716,2335,2140,2437,1968
ENSG00000280087.1,4,8,5,2,6,2,11,8
ENSG00000130208.10,341,419,504,366,197,166,215,158
ENSG00000214855.10,2,3,2,4,1,2,2,1
ENSG00000267467.4,0,0,0,0,0,1,0,0
ENSG00000224916.9,0,0,0,0,1,0,0,0
ENSG00000234906.11,17,15,18,8,2,0,3,0
ENSG00000267114.1,2,1,2,5,2,2,8,3
ENSG00000104853.16,2053,1925,2409,1896,1233,1095,1189,1297
ENSG00000104856.14,1499,1395,1785,1430,1666,1594,1669,1736
ENSG00000104859.15,507,491,592,450,156,145,179,164
ENSG00000207003.1,3,2,3,0,5,2,7,2
ENSG00000170684.10,48,39,60,36,28,21,24,22
ENSG00000267348.3,17,18,22,14,0,2,4,2
ENSG00000142252.11,10,10,18,11,4,1,2,5
ENSG00000007047.16,685,727,873,672,910,777,872,945
ENSG00000104866.11,444,425,546,427,258,219,252,280
ENSG00000267346.1,1,1,1,0,0,0,1,0
ENSG00000267044.1,1,1,0,2,0,1,1,1
