MFL,MFN,MFPA
C1orf226,LINC01303,PGAM1P1
CHD9,MCHR1,UICLM
CHEK1,CCDC167,TRAM2-AS1
PSMA6P2,BTF3P6,LINC01233
FBXO9,GPD2,RPL17P10
SNAI3-AS1,RPL27P5,VN1R88P
MRI1,PCYT2,MIR586
PGBD5,SPTB,NUDT19P4
GALNT2,LRSAM1,CDC42EP3P1
YJU2B,ABCF2P2,TMEM151B
CCDC15,GLT1D1,RN7SL811P
BUD13,PMM2,ZFP64
SLC37A2,WHAMMP3,MTATP6P16
TMEM218,RPL17,RPSAP1
YEATS4,RAG2,H3P2
PRELID2P1,LINC01945,MTND4P29
AARS2,EIF4E,MTND5P31
CACNA1A,DHCR24,MIR4786
NDUFS6,C19orf84,RPS27P14
ORC6,SERBP1P3,TSHZ3-AS1
SNAI3,RN7SL230P,RPS6P25
LINC00900,POFUT2,GTF2IP2
FEZ1,SPINK6,ZNF793-AS1
CPSF6,IQUB,MIR802
EI24,XBP1P1,LONP1
FCER1G,HSDL2-AS1,RPL23AP46
TRHDE,CCNT2,RN7SL242P
L3MBTL3,SLC25A5,FSIP2
AHI1,MYOSLID,MIR6885
NID1,IFT74,MIR6790
SPIN3,LINC01802,TTC3-AS1
HEATR3-AS1,LINC00426,CRB3
INTU,GNG10,ATP5MFP1
TMTC2,RNY3P16,IRX4-AS1
ZNF816,GAPDHS,OR2A4
TBL1X,SH3BGRL3,MRPS10P2
ARHGEF12,MIR1255A,SMLR1
TBCEL,STIMATE-MUSTN1,TMEM244
HEATR3,H1-0,MTCO2P30
ZNF43,RN7SL123P,MESTP1
SPIN4,ELOCP19,MTCO1P31
LYST,RNU2-51P,ELOCP18
MTHFSD,MUSTN1,LINC00945
ZNF888,RPLP1P6,ROPN1L-AS1
CD84,RCC2,RN7SKP56
ZNF320,LINC01364,CLEC4M
ZNF493,LHX2,HSPE1P21
BRD7,H3P47,RPL32P34
SORL1,DUXB,RNA5SP218
TADA1,NPM1P33,LINC00114
HSPA4L,RN7SL507P,KRTAP12-4
EEF1DP1,LURAP1L,LINC01775
CENATAC-DT,TPBG,SNORD79
PEA15,SSTR3,MIR4425
PIGM,ZNF586,MIR3945HG
OTOGL,RAB11B-AS1,RHD
NLRX1,CFAP100,TMEM97P1
CENPQ,GOLGA8S,HECA
MCAM,RPL21P136,MFSD12
ZNF100,NDUFA7,LINC00313
MTR,NTAN1P2,CRYAA
PNPLA4,TRGV5,MRPL51P2
DPAGT1,NCOA3,SRGAP3-AS2
ZNF429,TAF1A-AS1,PCSEAT
PLK4,POLR3DP1,RPL23AP33
DCAF8,RAPGEF4-AS1,GET1
ABHD18,RPF2P1,BRWD1-AS2
H2AX,PTPRE,GAPDHP73
HMBS,SNORD89,MYB-AS1
SLC37A4,ELOF1,METTL21AP1
TRAPPC4,H4C6,TRIM63
PEX19,RPL12P48,DAP
FCRL6,LCOR,HMGB3P18
CHRM3,WFDC5,WDR83OS
MIR100HG,SEPHS2P1,RNU7-123P
LONP2,DLGAP2,MAPK6P2
RGS7,HMGN1P37,FDPSP6
PUDP,COX20P1,RN7SKP211
GLIPR1,RNU6-937P,PLPPR2
ZNF71,LINC02395,SUMF1
TMEM14A,UGT3A2,RBPMSLP
DDX39A,KLF12,RNU6-1079P
ARHGAP30,RPL36AP48,RNU6-378P
MPZL3,KCND1,GPR3
EPB41L2,BLVRB,ZNF833P
SMLR1,ASIP,MIR548AI
USP21,CCDC149,SNORA80A
ITFG1,MBL2,C1QTNF3-AMACR
GINS2,SNORD6,TTC23L-AS1
TMEM200A,DYNC1LI2,EPHA7
PPOX,MIR6859-2,COPS5P1
PCDH10-DT,FAAH2,MIR4643
ATP2B1-AS1,MIR3662,HECW2-AS1
MAP10,AFAP1-AS1,RN7SKP110
CC2D1A,RN7SL454P,MIR580
NDUFS2,COL3A1,CNTN4-AS2
EXO1,SLC9A7,PNRC1-DT
BRME1,LINC02762,RN7SL47P
SNX20,RPS15AP40,TMEFF2
TARBP1,LINC01977,TUBAP1
IFT46,TMEM52,ADH5P5
USP51,MARCKSL1P1,KRT18P19
SAMD1,EIF2S2P6,PLN
B3GALNT2,SRP14P2,RPL23AP78
BBS10,HGS,OR7E24
ARHGEF9,DPH2,DNAJA1P4
UBASH3B,LINC01594,LINC02880
KMT2A,DUX4L37,FEM1AP3
CEP290,RNU6-335P,PDE4B-AS1
MCM3,WASH5P,RNA5SP179
PGRMC2,GK3P,RNA5SP180
ZNF738,TTC33,PIN1-DT
KITLG,MIR4482,RNU6-1003P
TMTC3,RN7SL65P,RNU6-123P
UBE4A,CHRNB1,SNORA40C
WWC3,H4C14,WASF1
FH,PNMA2,TAF11L2
CLCN4,RN7SL128P,PPAN-P2RY11
EFHC1,HIGD2AP2,RN7SKP179
STX7,ELK4,HMGB1P27
ASF1B,LRRC2,MIR4748
TRAM2,IL22RA2,MIR199A1
ZNF708,ACTBP1,LYPLA2P1
MFSD8,ZNF341-AS1,NDUFB4P10
NFRKB,GPAT4,RPL27AP3
SPATA33,GRTP1,PRELID1
FAM120C,LINC02703,IL3
ZNF678,LINC01978,CRYBA2
VN1R83P,BOLA3-AS1,DTD1-AS1
GSEC,RGPD4,RPS19P1
ZDHHC7,WFDC2,RPL21P3
ZNF304,NUP93-DT,RNU1-93P
NHSL1,STMN4,SOWAHA
AHCTF1,SNX8,FAM90A27P
CAND1,SOD2-OT1,AFF4-DT
TXLNB,TPM3P7,BIRC8
OBSCN,VPS26BP1,GUCA2B
GGTA2P,PCNAP3,UBE2V1P8
ZNF670,MIR628,ZNF133-AS1
MAD2L1,PLBD2,MIR373
DCPS,TCEA1P2,RNU2-56P
SPIRE2,HSP90AB6P,RN7SL684P
SCCPDH,NFKBIL1,GPR55
CEP83,CFP,GCSIR
TCF25,HCG4,RPL23AP17
PLXNC1,CD79A,CFAP97P1
FOXRED1,ALMS1-IT1,RNU6-226P
RABL2B,SOX15,LILRB3
C1orf35,SMIM9,RNU6ATAC10P
ZNF765,SLC35F5,C5orf60
LRRC1,RPL15,MIR340
ZNF28,LIMS3,RPL12P12
KIAA0513,MYL6B,PCMTD1P7
SLC35B2,BCLAF1,GCNT2P1
MGST2,FAM184B,U6
ADAMTS15,PTPRN2,5_8S_rRNA
HMGA2-AS1,RN7SL231P,CAGE1
FDXACB1,DUX4L34,HMGB1P9
TIMM8B,TPMTP2,KU-MEL-3
ZNF98,CDK8P2,FAM217A
ACSF3,OBI1-AS1,GLRX3P2
LLPH,HMGN1P26,RNA5SP479
MRPL42,TTC32-DT,FAM136BP
VSIG4,ITGA11,MIR4645
ANKRD11,HSD3B1,SIGLEC21P
MMP2,ITPK1P1,LINC01431
SMPDL3A,ADRA2A,LINC01872
TMCC3,CSGALNACT1,BOLA3P3
UCK2,H3P7,RPL23AP45
GPX1P1,GAPDHP58,RNU6-705P
ZNF124,WWC2,RPS29P12
LINC02454,MYH3,RNU6-880P
SETD7,NUDT4P2,MIR4633
ARSD,ATP5MK,NIFKP2
SPG7,SNORD9,C5orf47
ZC3H12B,HNRNPA1P5,RARRES2P11
SCOC,MAGOH2P,PDGFRB
COLCA1,FHDC1,MIR378H
FARSA,CHRNA3,SNRPGP8
BRD9,ST3GAL3-AS1,LETM1P2
TMBIM4,COX6B1P5,HSPE1P8
ABRACL,LNCTAM34A,NANOGP2
IRAK3,HOXC10,RNU6-619P
KLHL36,TACC2,SCYGR10
RBMS1P1,CACNA1F,RNU6-1337P
FLI1,REC114,SLC6A7
USP10,PLK5,MIR6807
LINC01512,MYO1A,TMEM230
RNF217,APOE,BANF1P3
TRIP13,GPC6,IL17B
OTULINL,RNVU1-27,PCDHA12
CRNDE,RNA5SP465,ADRA1D
TMCO1,TCP11L2,FTLP18
ZNF611,WASH9P,SIRPB3P
MIR223HG,MTND2P40,RBM27
CDT1,SH2D4B,AVP
LPCAT2,SETD1A,MIR4439
SCOC-AS1,VTI1BP2,RNU6-1019P
UAP1,SALL2,FGF1
TRAPPC2,LINC00242,LRRN4
NR2C1,C1orf115,HEYL
TTC12,CFAP97D2,RNU6-236P
PRDM10,TMEM214,RNU2-48P
CES1P1,TMLHE-AS1,LILRA2
ZW10,ARHGDIA,LILRB1-AS1
HNRNPU,BZW2,VN1R105P
ALG9,BLOC1S3,RPLP0P1
ZC4H2,SNORA12,KIR2DL1
NUF2,RN7SL408P,RPS10P2
CD1D,EFNB3,MACROD2-IT1
NFKBIE,C9orf24,MIR3912
ELF2,HMGN1P4,RN7SL623P
KIF26B,RNU6-216P,ZNF628-DT
MEAK7,FUT6,ANKRD49P3
RHOU,RN7SL259P,HNRNPA0
REPS1,SPDYE3,FOXI1
RNF146,TUBAP11,ADPRS
SETP12,BBOX1,MIR378E
ZNF431,SLC39A5,RNU6-613P
LINC02154,HSD11B1-AS1,MIR103A1
ZNF583,HNRNPA3P13,RN7SL131P
AR,MIR647,RNU4ATAC2P
GYG2,SOX21-AS1,SNORA74D
POGK,ZNF595,ECSCR
DEF8,CYGB,NEDD9
FAM118B,CSGALNACT2P1,FAM242B
SNRPF,ZAP70,ZNF70P1
UBE2V2P3,RSL24D1P11,LINC00243
DNM1P51,RBP5,CYP2A6
PATE4,PDZK1,CYP2A7P2
CSGALNACT2P1,LINC01740,MCCD1
STEAP3-AS1,EIF1AX-AS1,CYP2B7P
JARID2-AS1,NARF-AS1,TPT1P2
MIR5581,RNF14P4,RN7SL718P
ATP5PDP1,RPL22P10,LINC02571
CKS1BP6,NACAP5,CEACAM7
ZNF595,KRT12,MSL3P1
MIR5689HG,EML4-AS1,RNU1-73P
LRRC77P,C1orf189,ZNF526
FAM85B,RSF1-IT2,DDX39BP1
RPS20P2,ARG1,MIR1289-1
BECN2,HSD11B2,RPL7P4
RNU6-476P,FAM156B,PKP4P1
RPS4XP21,MIR4280HG,PSG9
FIGNL2,SNAP47-AS1,MRPS18B
RN7SL127P,CTAGE1,MTCO2P24
ACTG1P10,SNORD69,MIR877
NEUROG3,ECEL1,ZNF428
RPS27AP17,FER1L5,CTBP2P4
RPS27AP6,FAM85B,MT1P3
GNRH2,RPL37P11,CYP2T1P
SERPINA6,SNORA1B,MIR6796
SEMA3B-AS1,FFAR1,PPP1R14BP2
HMGB1P24,KRTAP5-1,METTL21A
RN7SL219P,LINC01393,RN7SL663P
BRI3P2,SNRPGP9,SEMG2
SOX21-AS1,POLG-DT,snoZ196
RNU6-196P,CLNS1AP1,RNU6-1140P
HMGB1P8,MEA1,COL11A2P1
RPL9P30,ATP2B1,TRMT112P2
LY86-AS1,HEATR9,KCNS1
CHORDC2P,SYF2,FAM98C
LINC01649,DEDD2,RNU6-1251P
SUCLA2P3,DPYSL3,RN7SL615P
CERS3,LINC01137,RPL23AP81
BIRC6-AS2,MIDN,IFNL4P1
TEX11,CTAGE12P,NBPF22P
TMPRSS11CP,CSNK1A1,MIR4530
BSND,TRMT112,MIR548O2
RNF14P4,PLIN2,STK19B
GAPDHP39,EEF1B2,C4A-AS1
RPL23P11,SNX15,MIR2355
NUTM2B,RN7SL100P,LGALS17A
GRAMD1A-AS1,NR3C1,LYSMD3
SNRPGP9,TOMM20,TMEM251P1
LRRIQ4,C6orf136,HCG9
HSPE1P27,CD38,HLA-H
NACAP5,PRDX5,SUMO2P12
TAS2R10,RPS6,DIS3L2P1
AK3P3,SPACA6,H1-12P
GASK1B-AS1,ENDOD1,H2BC6
GPER1,GSK3A,TPRX1
TSPYL6,LRRK1,H2BC3
HNRNPA1P42,MTMR2,H4C2
CKMT2-AS1,SLC39A14,H3C1
TTC36,PPP1R2,NTN5
RTL8C,ATG2A,EPB41L4A-DT
NUDT16-DT,FAM76B,SUN5
HMGN1P1,MIR3143,NBAT1
COPG2IT1,LINC01132,MIR548A1HG
PSMC5,SPINK7,RNU6-902P
C8orf44-SGK3,PLEKHO2,TRPM4
ZBTB20-AS1,MEAF6,RNU1-94P
HMGB3P31,POM121L2,PTH2
ZNF324,FFAR3,FLT3LG
ADH5P3,CHCHD6,ECEL1P1
LINC02516,MMADHC,RNU6-522P
CICP25,TOM1,ABALON
SUMO4,KCNQ4,COX4I2
ZNF547,RGPD2,MIR3193
UNC13C,CDC42BPG,ECEL1P3
RNA5SP202,ANKLE2,SLC8A2
DPRXP6,RPS8P10,BTN3A2
LINC00589,MIR4744,RNU6-107P
NPAP1P4,MED14,STRN4
TSGA13,BATF2,MIR499A
NKX6-3,FFAR2,NCOA6
LRRC37A13P,NONOP2,MIR644A
FAM217A,DYM,ZBED9-AS1
TRPV6,GSX2,PPP1R37
SCOCP1,HMOX1,OR2E1P
CACNG5,MIR6069,COX11P1
NARS1,GALNT9,ITCH-IT1
NRF1,OAZ2,ENSAP3
BANCR,SPG21,OR2B8P
GABPB1,HAMP,OR2W4P
PRKACG,APOL3,MIR642A
FECH,RAC2,H3C11
CCZ1B,SNAI2,MIR769
RNA5SP394,FSCN3,H4C10P
LINC01755,ODCP,IGFL4
ZNF285,ATP6V1F,RN7SL255P
EMILIN3,LYN,RNU6-47P
RN7SL430P,TREML5P,MCFD2P1
TRMT5,CALU,LINC01848
RNPS1,PLGRKT,RNU2-62P
RAB38,TREM1,MIR1305
FTH1P26,CCL1,RAD52P1
ANO8,PDCD1LG2,HNRNPA1P65
PIEZO2,RIC1,HRAT17
SNRPGP3,ACTG1P20,PRR34-AS1
APOLD1,ZDHHC19,HOXB13
NEUROG2,COX6B1,RNF133
SMIM10L2A,WDTC1,NXPH3
DDA1,BRWD3,RNA5SP241
OR7E59P,OCIAD2,APOOP4
SLC9C1,EIF3L,ST7-AS2
GNAL,AP5B1,TTLL12
MIR4668,UHRF2,TMEM82
SLC35F4,RBM28,MIR128-1
GET4,TGS1,MTCYBP24
OR3D1P,BMPR2,PDE4DIPP8
VAMP9P,ADORA2B,MTND5P8
CERNA1,LACTB,NDUFA6
SCRT2,SLC43A2,RNU6ATAC5P
DNAJB7,H2BC7,SLC26A3
ACP1,PSMA1P1,GARS1P1
RN7SL68P,CACNB4,MIR6889
GLDN,CD8A,RNU6-375P
PCSK5,WASF2,LINC02577
SVEP1,KLF4P1,MIR4766
TMEM209,TM4SF19,JTBP1
ERLEC1,PML,LINC02830
TNNT1,TOMM40,PPIAP93
OSBPL9P2,SLAIN2,MTND5P13
RNU6-107P,NECTIN2,RNU6-1201P
SDHDP1,PGK1,SPINK2
ANKRD62,COMMD1,SHC1P2
RPL9P5,CCT4,RN7SL405P
SPATA22,TM4SF19-AS1,MIR6821
TUBB2B,PROM1,GFAP
ERI3-IT1,CLINT1,MIR6783
INTS9-AS1,MIR22HG,IGFBP7-AS1
MYH13,CCL2,SRIP1
RNU6-344P,NUDCP1,COX5BP3
PDCD10,CHCHD7,EPS8L3
CHRNG,LPAR4,GSTM5
ATP5MC1P6,JAK2,RDM1P2
ATG10-AS1,HIVEP3,YBX1P7
BNIP3P1,PDSS1P1,LINC02496
RBM24,ARRDC4,WNT9B
CENPV,SLC10A4,GRAMD4
KATNBL1P6,ERP29,RNA5SP243
PLET1,H2BC5,IMP3P2
SLC6A21P,CCL7,VDAC2P4
KCNJ8,STOML1,RNU6-177P
UBE2V2,H2BC6,LARP1BP1
KLHL28,SND1,RNU6-1322P
C14orf28,ARF5,SOWAHB
CILP,VSIG10L,GLDCP1
PRDM5,GLRA1,C4orf36
CLEC18C,FAM174C,PCOLCE
MC5R,NCKAP1,MTND4LP12
ZC2HC1B,SIGLEC20P,PRDX3P1
PPDPFL,NPTN-IT1,RN7SL552P
RN7SL342P,ZDHHC18,WDFY3-AS2
SPTSSA,TNK2,MIR4658
USP32,PLET1,BCAS3
CD3E,TTC39B,MIR93
BLOC1S5,HNRNPA1P63,TBX2
SEPTIN7P14,PIGV,METAP2P1
RN7SL1,ROBO1,MIR4534
GPC3,PCMTD1,RN7SL8P
RBMX2P5,CEACAM19,MIR6820
P2RX3,RBM43,PRELID3BP3
RN7SKP87,BTN2A1,LINC01349
LRRC58,EIF3D,GH1
CA4,MRPL49,HSP90AB3P
SYT2,APOL1,ATP5PBP2
RN7SL660P,NPTN,RPL31P57
LINC00945,RPS12P3,HMGB3P10
LINC00588,APOL2,NDUFAF4P2
ZNF29P,SYVN1,RGS9
HEATR6-DT,MID1IP1,CA4
ETNK1-DT,CSNK1G1,MIR575
RORA,PVR,SLC12A9-AS1
CETN4P,TM7SF2,RPS29P15
CDKN2C,VPS51,IDI1P1
HDAC4-AS1,SLFN12,RNF14P1
YRDCP2,NMI,HMGB1P44
PCDHB2,FRMD8,NXPH2
FUT9,SLFN5,HIGD1AP13
HMGB1P45,PIWIL4,RNU6-922P
LINC01208,SNRPEP2,YY1P2
MIR1302-8,FUT4,RN7SKP198
OR2T33,GCC1,RNU6-1136P
FAM180A,H2AC9P,AHCYP4
CDH20,PITPNA,NAA11
LINC01546,CHMP2B,UPK3BL2
ANKMY1,RAB8B,MTND1P27
CHIT1,ATP10A,CROCCP4
OR2T32P,FLOT1,IGBP1P2
MIPOL1,GRIPAP1,APOBEC3B-AS1
HMGN1P28,FNDC8,RNU6-518P
TTC19,SNRPN,AMY1B
SNED1,GPX3,MIR454
PCDHB4,SLC9A1,MTCYBP11
PAK1IP1,ZNRD2-DT,MIR4729
APPBP2-DT,TCEA1,RN7SL357P
FAM177A1,LRRC28,KDM7A
SLC5A9,EIF3JP1,RNU6-601P
ENTR1P1,BCL3,AGTRAP
MED19,H3C9P,CCL11
ADCY5,ATP6V1H,PTCHD1-AS
DRD2,MRPL37,MIR4659A
PDCL3P6,NEAT1,NWD2
IMPDH1P3,OTUD5,ARHGEF10
TBX4,RPA4,MIR574
PCDHB17P,ESRRA,RPL23AP53
ENO1P3,ALCAM,UFM1P2
PPP2CB,SMAD2,RPL21P34
TRMT112P3,ZEB2,AP2B1
KCNS1,HSCB,RNU6-32P
SLC27A5,CHEK2,CYP4F27P
ZNF335,CASP1,CHP1P3
MIR4655,GPI,SLC35C2P1
F2RL2,DAGLA,PDS5A
PDIA2,CARD16,YBX1P4
CHKB-CPT1B,PABPC4,RN7SL658P
LMCD1-AS1,PUS7,SETP15
SETP2,GATA2,MIR2909
CTSLP8,BRF2,MIR3907
FAM136DP,PCDHAC2,WDR86
GNG2,KMT2E,IQCA1L
OOSP3,PAQR5,CDK5R1
MIR450B,PLA2G7,SNRPCP6
KCNMB2,CD2AP,SNRPCP15
RNF207-AS1,STUB1-DT,FAM90A11P
TEX55,SMAD6,RPL35AP35
UGP2,CADM4,MRPL49P2
TPT1P1,RPS29P16,EIF4EP5
MIR641,TTC28,ENPP7P6
GP6,CCT6P4,FAM90A2P
SNRPGP10,ELOA,GLB1
PCDHGB3,SMAD3,U2
GASK1B,EEF1A1P42,VKORC1P1
HACE1,RPL19,MIR4286
RNF207,PINLYP,MAGEB6B
FKBP4P1,PITPNB,MIR4783
MPZL2,TPSB2,MIR365B
MS4A8,ETHE1,MIR597
LINC02206,TPSAB1,PIMREGP4
MT-RNR2,TMBIM1,SCARNA23
MS4A10,DYNC1H1,SNRPEP9
LURAP1,WBP1P2,ZFX-AS1
TRIM28,CWC25,SNRPCP17
ELF3,CAPN15,RPS3AP31
MTND4LP7,BTK,FAM90A24P
HIPK2,VPS9D1,HIKESHIP1
KANK2,RAB40C,ASB10
AFG3L2P1,MIR222HG,RN7SKP82
REN,MLLT6,PRAMEF13
PCDHB18P,MIA3,RETREG3
RN7SL3,SYT4,SSBP3P2
LINC00475,RPL23AP11,TAS2R40
LINC01771,RAB3IL1,OR9P1P
PDCL3P1,RGS16,OR9A2
TNRC6B-DT,RUNX2,LLCFC1
MIR6739,RAB1C,TRBV12-3
B3GALT6,HLA-F,TRBV11-2
SCFD1,RPL23,TRBV5-3
MINDY2,ENPP4,TRBV7-2
RNU6-323P,EWSR1,RAB6D
LINC01501,ZNF395,CHIAP1
NCR1,TBX19,GRXCR1
LINC02034,FADS1,RPL22P13
EVA1C,FADS2,ZBED1
RPL22L1,SEC61A1,OR9A3P
CEP76,ZDHHC20P1,SYCE3
MCHR1,JAK1,MRPL22P1
COL6A4P2,SHB,MTCO1P18
GOLT1A,MCRIP2,MIR6781
PA2G4P6,RPL4,LRIF1
TRIM9,CASP4,AOC4P
F2RL1,CASP5,KCNA10
MIR181D,ATXN7L1,GYG2-AS1
PPP1R12BP1,IL1RAP,SNX18P25
HS3ST6,UBE2I,ANKRD20A17P
SLC44A1,TSR3,SNX18P23
MKRN3,GUCY1A2,GPR179
CCIN,CA5A,BET1P1
RBM17P2,PAQR8,MIR4726
PTPN23,UBE2D2,CISD3
CCNK,FEM1B,STRADBP1
RN7SKP230,MS4A14,MTCO2P7
GYPE,DCAF6,YIPF7
RN7SL724P,MS4A7,MIR6779
GYPA,GADD45A,ARHGEF4
LETM1P2,ERO1B,MIR4632
MSR1,GNG12,RPL32P17
RNU6ATAC27P,LINC00424,LIMK2P1
RN7SKP124,FIS1,RNU6-838P
MRPL35P4,MPZL1,CTAGE4
SOD2-OT1,KYNU,OR2AO1P
RN7SL836P,KCTD9P6,OR2A13P
RPL18P11,WARS1,BRK1P1
KRT18P51,PRKACG,KRT42P
SNORD53,NOX5,NF1P8
C1QBPP2,GSR,TCAF2P1
SNORD53B,CDK16,VCX3A
CCDC69,MTND5P26,RN7SKP244
SRP14P1,CEBPG,RPL17P41
GSC,DIRAS3,LRP11
ASGR2,RETREG2,USP42
NPAS1,OOSP3,COSMOC
GFUS,TRIM56,RTN3P1
CEP295NL,TADA2B,GLCCI1-DT
TULP3,GAPDH,CCNB2P1
LINC01978,THRA,RNU6-534P
ANKRD34C,BEX4,SMAD1-AS2
RPRD1A,CCNK,CYCSP12
ARIH2OS,GABBR1,CCDC74BP1
PRR30,IL12RB2,MIR4319
ALDH3B2,GPR137B,RNU7-194P
PRKAR2A-AS1,SLC15A3,DGCR6L
C1QTNF1-AS1,RP2,RPLP0P11
IPCEF1,MACF1,ELOA2
DUXAP2,ASPHD2,FBXW7-AS1
PARP11,CD9,PRR13P4
CICP5,SAP18,MIR3140
HAUS7,MIER1,TMEM154
RFX6,C16orf91,TIGD4
PDCL3P2,CLDN16,RBAKDN
ZNF491,ZP1,MIR185
CD164L2,JADE3,RPA3P1
NRBF2P1,YY1,ANXA2P1
RPL21P116,LRWD1,SLC7A4
PDZPH1P,SFT2D2,HSPA8P8
RPL32P9,LSM12P1,GALNT1
PDGFRL2P,ORAI2,FAM247A
HMGB1P26,MVD,KRT18P17
RNU6-1156P,GARRE1,ERICH2
ZNF501,SLC4A9,SUMO2P14
MTMR9LP,H3P45,RAB33B
FOSB,MIR1537,PCMTD1P3
CCDC88C-DT,GPR161,SNORD65C
GAL3ST3,LTBR,RPL21P38
P2RY14,FRG1KP,RN7SKP253
GOLGA2P8,CBWD5,RNU6-435P
SETP11,SRP14P1,BCRP6
CCDC106,MS4A8,PPIAP57
AP3S2,DUSP4,RPL23P8
MIR326,LINC00589,GSTM5P1
CDC42P4,QRSL1P1,RPL21P75
RN7SL123P,EIF5,MIR3146
ANKRD63,SNORA28,RNU6-1289P
ZNF8-ERVK3-1,ATL3,DLX2-DT
FOXJ1,TBC1D25,MIR4423
CAP2P1,KANSL1L,LINC02587
LINC00276,LINC02474,LINC01555
CELA2A,SPINDOC,USP38-DT
RNU6-748P,CEP135,SEPTIN5
RPL19P14,PTENP1,MIR4648
RLN2,ENTPD4-DT,LINC01444
IRGM,PPP2R1A,RNU6-396P
KATNAL2,DDX3X,ANKRD62P1-PARP4P3
MIR5094,TFEC,PARP4P3
LINC02009,UBE2R2,KCNMB3P1
SMO,EBP,ANXA10
LINC01231,CYP2J2,NF1P6
ADCYAP1,TRIM26,LINC01927
SLC2A4,BCL11A,BNIP3P2
POLR2K,PIK3IP1,RNU6-882P
LINC02474,FOXP2,ACTR3BP7
LINC02257,UBAP1,RN7SL370P
ZCCHC17,PACC1,H3P1
CDC37L1-DT,MIR6801,RNU2-44P
HCRTR1,RN7SL15P,CACYBPP3
KLF4P1,POLRMT,RN7SL173P
RNU4-47P,FKBP4,RN7SL253P
KRT8P46,BMT2,SNX9-AS1
SNHG20,ITFG2-AS1,FTCD-AS1
HLX-AS1,CACNA1E,LINC00315
SYAP1,GTPBP2,RNU6-2
ZNF683,NFIA,RNU6-503P
ARL6IP5,MAD2L1BP,RNU6-302P
EYA4,EIF3FP3,SPCS3-AS1
GPR62,RPL26P13,KRT8P44
SNORD69,ZBTB20-AS1,HSFY1P1
RNU6-644P,LINC00504,RN7SL795P
CDA,RNU6-652P,LARP7P3
RNU6-856P,ARHGEF15,YWHAEP4
ACTE1P,CDC34,TCF4-AS1
ADAMTS7P1,ACO1,GET4
WDR82,USF2,LINC02565
ABHD14A,SRF,PRKAR1B-AS2
CARS1P2,PPP1R14B,RPSAP25
UPK3A,ARRDC5,MIR4644
RN7SL564P,ARID4B,PPIAP67
IQCF1,VEGFB,RPL9P31
RPS27AP3,BLZF1,TMEM144
ASAP1-IT2,CCNYL1,FAM246C
ARAP1-AS1,DPRXP6,LINC01926
RPS3AP3,PMP22,STUB1P1
SRP72P2,FXYD5,RNU4-87P
RPSAP48,FBXO7,RNU6-142P
MIR7848,CRIP3,RNU6-39P
LINC02809,DNAJA1,MIR3128
ARID1B,POC1B-GALNT4,RNU6-153P
ZSCAN5C,B4GALT1,TBXT
LINC02323,LINC00940,RN7SL366P
ZSCAN5DP,NDFIP1,LIVAR
HMGB1P19,HK2-DT,RNA5SP493
HSF2,NFYC,TERF1P3
ABCB10P1,GNPDA1,UBQLN4P2
LINC01151,LYZL6,INPP5J
CASP14,MEAF6P1,LINC01217
GSTCD-AS1,MET,PHBP5
LONRF2P4,GTF2F2P2,POM121
EDDM13,RFPL3,FLJ20021
USP6,VRK2,RN7SL728P
IGFL4,SLC3A2,PMS2P4
RPL6P9,RPSAP5,MIR4650-1
RFNG,DPYSL2,SAPCD2P3
ALPL,PSTPIP2,MIR3134
NIPAL4,SDAD1P1,RNA5SP496
SYCP2,UBXN1,MIR6839
PRSS52P,PRKRA,RNA5SP108
SNHG14,SF3A1,SELENOM
AIMP1,RPS2P52,RPL9P29
RNU6-483P,STX8,SLC25A1P3
COLEC10,IQCB2P,NMD3P1
EBAG9,GJA3,SEPTIN7P5
IFNLR1,PPIAP28,ENPP7
GRHL3,AXIN1,SAPCD2P2
SLC28A1,CACHD1,MTCYBP5
RNU4-68P,PGAP6,MTND4P4
MTFR1L,RNU4-68P,MTCO3P10
PIGA,HES1,RNU6-24P
ZNF433-AS1,BIRC2,CCDC148-AS1
CP,COA8,RNF157-AS1
GALNT10,MVK,PTP4A1P1
CHKA-DT,HLA-W,HSPA8P16
MTND1P9,DENND4A,CCDC195
HMGB3P26,PCGF1,RAD23BP2
VEGFD,SMG9,FAM13A
LNCSRLR,AIDA,NUP35P2
RPL21P12,MARCHF4,TEX33
CEACAMP10,RNF5P1,RPS15AP38
PRR34-AS1,PPP2R5A,BTBD17
LAMB2,TRMT61A,STPG2-AS1
ITFG2-AS1,MARK3,OTOP3
LINC02725,NOA1,FDPSP2
NRIP2,ASCC2,LINC01760
H2BU1,PPP2R2A,TBCAP3
DPYSL5,ANGPTL3,FAM177A1P1
LINC00940,PEAR1,MIR3684
LRTM2,ARHGEF11,ABT1P1
YWHAQP6,ITPRID2-DT,TRIM73
NCOA7-AS1,LIMK2,RNU6-436P
ST13P6,HOATZ,RNA5SP233
STPG1,DOCK4,ADH1A
FAM189A1,BTBD6,DYNLL1P6
RN7SL156P,LUC7L,VN1R25P
RN7SL697P,EFEMP1,HORMAD2-AS1
ZNF878,GLULP4,ASH2LP3
RN7SKP185,GPR132,PPP1R14BP4
SMIM38,PNPT1,LTV1P1
MIR1273C,ADAMDEC1,RNU6-550P
LINC00933,PNRC2,KATNBL1P3
NPM1P28,PPP1R11,RNU6-340P
RAB40B,IGDCC4,TRGJP2
