gene_id,MFL01,MFL02,MFL03,MFL04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000162482.5,4,3,4,5,2,0,0,0
ENSG00000270728.1,15,9,12,15,2,2,6,4
ENSG00000053371.13,481,502,368,461,376,323,341,411
ENSG00000200403.1,2,1,3,0,0,0,0,0
ENSG00000040487.13,297,283,242,284,175,142,153,199
ENSG00000077549.19,6662,6341,4937,5671,3246,3163,3168,3410
ENSG00000240490.3,1,0,2,2,0,0,0,0
ENSG00000173436.15,141,139,119,111,35,39,38,51
ENSG00000201609.1,0,0,0,1,0,0,1,0
ENSG00000235185.1,1,0,0,0,0,0,0,0
ENSG00000158747.15,1065,1065,834,952,386,385,395,483
ENSG00000226396.1,22,33,14,22,13,15,11,14
ENSG00000158748.4,0,2,0,1,1,0,1,0
ENSG00000162542.14,141,118,110,128,65,44,82,68
ENSG00000235434.1,0,0,0,0,0,0,1,0
ENSG00000169914.6,248,215,209,263,102,85,85,119
ENSG00000188784.4,0,0,0,0,0,1,0,1
ENSG00000242688.3,0,0,0,0,1,3,3,0
ENSG00000127472.11,0,0,0,0,0,0,3,0
ENSG00000117215.15,0,0,0,0,1,0,0,0
ENSG00000158786.5,1,0,0,0,2,0,1,0
ENSG00000227066.2,8,14,12,8,2,3,2,1
ENSG00000187980.7,1,0,0,1,0,0,3,1
ENSG00000162543.6,2,3,2,1,0,2,1,0
ENSG00000228105.2,0,0,0,0,0,0,1,0
ENSG00000158816.16,0,0,0,0,0,0,1,0
ENSG00000236963.8,0,0,0,0,5,4,11,5
ENSG00000162545.6,2,2,2,2,2,0,0,3
ENSG00000090432.7,551,534,392,438,340,330,388,364
ENSG00000215520.3,0,2,0,0,0,0,0,0
ENSG00000183114.8,0,1,0,0,0,0,0,0
ENSG00000158825.6,21,27,20,27,10,11,7,5
ENSG00000158828.8,235,211,169,207,260,239,249,262
ENSG00000117242.7,49,64,41,38,27,32,22,33
ENSG00000244038.11,5586,5616,3790,5024,3149,2739,2831,3237
ENSG00000117245.13,155,164,113,129,110,124,102,111
ENSG00000235432.1,0,0,0,0,3,2,2,2
ENSG00000189410.12,0,0,2,0,4,4,1,2
ENSG00000127483.19,2424,2538,1993,2266,458,435,451,615
ENSG00000075151.24,3502,3352,2860,3208,1036,1039,1072,1168
ENSG00000221808.1,0,0,0,1,0,0,0,0
ENSG00000233072.1,0,1,3,1,0,1,0,0
ENSG00000236073.2,1,1,1,0,0,0,1,0
ENSG00000235112.1,3,0,2,2,1,2,1,1
ENSG00000287192.1,1,1,1,0,0,0,1,2
ENSG00000117298.16,845,854,435,784,246,200,237,243
ENSG00000236936.1,0,0,0,1,0,0,0,0
ENSG00000231105.2,3,1,0,0,0,0,0,1
ENSG00000236216.5,0,1,1,0,1,1,0,0
ENSG00000236009.1,0,0,0,1,0,0,0,0
ENSG00000227001.3,2,1,0,2,2,0,0,1
ENSG00000187952.9,10,10,5,7,9,2,4,3
ENSG00000186543.7,2,0,0,3,0,0,0,2
ENSG00000142794.19,70,58,43,51,8,13,16,13
ENSG00000162551.14,5,5,5,8,5,8,1,4
ENSG00000233431.1,0,0,0,0,0,0,1,0
ENSG00000076864.21,30,21,13,15,21,20,18,29
ENSG00000090686.16,863,833,743,775,251,244,286,302
ENSG00000187942.12,1,0,1,0,0,0,0,0
ENSG00000142798.20,410,332,300,423,144,108,143,158
ENSG00000232037.3,8,6,2,4,2,4,4,5
ENSG00000273610.1,0,0,0,0,0,0,1,0
ENSG00000278124.1,0,0,0,0,2,0,0,0
ENSG00000228397.3,1,0,0,0,2,2,0,1
ENSG00000218510.9,20,16,9,9,4,4,6,1
ENSG00000070831.17,4079,3744,3087,3242,2507,2451,2163,2652
ENSG00000285752.1,9,8,3,6,1,2,2,1
ENSG00000230068.2,1,2,0,0,1,0,0,0
ENSG00000271428.1,2,0,2,2,0,0,0,0
ENSG00000162552.15,8,7,3,7,1,0,2,0
ENSG00000285873.1,2,2,2,0,0,0,1,0
ENSG00000234397.3,6,0,0,0,1,0,1,1
ENSG00000184677.18,1116,1058,885,1111,216,181,214,228
ENSG00000237200.1,5,1,4,3,0,1,0,1
ENSG00000070886.12,0,0,0,1,0,0,1,0
ENSG00000173372.17,25,47,20,29,0,4,5,5
ENSG00000159189.12,16,27,14,23,1,1,3,3
ENSG00000173369.17,1,4,1,2,0,0,2,0
ENSG00000133216.17,89,116,30,63,11,11,18,9
ENSG00000215906.8,0,0,0,0,0,0,0,1
ENSG00000227868.7,0,0,0,1,0,0,1,0
ENSG00000004487.18,1521,1505,1193,1415,320,254,309,360
ENSG00000240553.1,1,0,1,0,0,1,5,1
ENSG00000266802.1,1,0,0,0,0,0,1,1
ENSG00000169641.14,2107,1812,1501,1866,469,372,378,474
ENSG00000229010.1,0,1,2,1,0,0,0,0
ENSG00000206935.1,0,0,1,0,0,0,0,0
ENSG00000252578.1,0,0,0,0,0,0,0,0
ENSG00000289014.1,0,1,3,0,0,0,0,0
ENSG00000179546.5,0,1,1,0,4,5,7,3
ENSG00000215381.3,8,6,2,3,2,1,4,2
ENSG00000261326.4,35,40,33,52,15,8,9,17
ENSG00000284726.1,3,2,2,3,0,0,0,1
ENSG00000125944.21,3092,2953,2434,2584,1416,1292,1327,1589
ENSG00000125945.15,159,154,139,147,64,53,59,76
ENSG00000249087.8,4,4,4,5,1,0,1,1
ENSG00000271420.1,1,0,0,0,9,5,4,7
ENSG00000204219.11,0,1,1,0,0,1,3,0
ENSG00000088280.20,6,6,7,7,4,3,2,3
ENSG00000007968.7,60,66,42,49,7,11,8,2
ENSG00000235052.1,0,0,0,0,0,0,0,0
ENSG00000117318.9,89,114,85,97,15,14,13,13
ENSG00000285802.1,0,0,0,0,5,6,7,2
ENSG00000197880.10,1,0,0,0,6,6,7,5
ENSG00000229239.2,0,0,0,0,1,0,1,1
ENSG00000142676.14,19082,19210,13674,15572,13649,12811,13387,14457
ENSG00000236810.7,12,10,13,11,9,4,7,7
ENSG00000011007.13,3486,3252,2698,3038,1271,1092,1121,1394
ENSG00000057757.10,792,681,608,655,610,517,575,584
ENSG00000011009.11,795,786,594,695,473,423,458,452
ENSG00000117308.15,229,236,159,203,82,72,93,88
ENSG00000117305.15,762,694,553,638,250,236,262,279
ENSG00000179163.12,701,816,550,654,235,227,212,259
ENSG00000188822.8,0,0,0,0,8,4,4,2
ENSG00000229106.1,5,1,0,3,1,0,0,0
ENSG00000232557.3,0,0,0,0,1,2,2,1
ENSG00000230228.2,4,4,5,6,0,1,2,1
ENSG00000189266.13,2200,2225,1872,1855,542,528,507,580
ENSG00000188529.15,2538,2457,2041,2150,457,477,459,617
ENSG00000215905.4,1,0,0,0,2,0,3,3
ENSG00000225315.2,0,0,0,0,6,6,5,6
ENSG00000142661.19,1,0,0,0,0,2,5,2
ENSG00000142677.4,8,9,6,3,1,0,1,0
ENSG00000185436.12,7,10,10,10,7,5,10,5
ENSG00000158055.17,3,2,6,3,2,0,3,0
ENSG00000230023.2,0,0,0,0,1,0,1,0
ENSG00000001460.18,48,52,35,42,15,22,18,26
ENSG00000001461.17,180,199,139,197,56,64,61,54
ENSG00000288982.1,0,0,0,1,5,4,2,3
ENSG00000286061.1,2,1,0,0,0,2,1,0
ENSG00000117602.13,172,160,129,172,79,73,69,72
ENSG00000264443.1,0,0,0,0,1,0,1,0
ENSG00000184454.7,0,0,0,0,12,11,7,10
ENSG00000227312.2,0,0,0,0,3,1,2,0
ENSG00000239106.1,1,0,0,0,0,0,0,0
ENSG00000133226.18,2191,2044,1590,1799,648,572,618,772
ENSG00000284699.1,0,0,0,0,0,2,3,1
ENSG00000169504.15,10315,9701,8804,8896,2719,2561,2321,2876
ENSG00000238482.1,0,0,1,0,0,0,0,0
ENSG00000020633.19,8424,8284,5961,7503,3774,3415,3555,4112
ENSG00000278034.1,2,1,6,0,0,0,1,0
ENSG00000229162.1,18,20,14,28,0,1,0,2
ENSG00000261025.1,2,1,1,0,0,0,0,0
ENSG00000264371.1,0,0,0,0,0,0,0,0
ENSG00000285823.1,2,1,2,1,0,0,1,0
ENSG00000233755.1,2,3,5,1,1,0,2,0
ENSG00000233419.3,1,1,0,0,0,0,0,0
ENSG00000231953.2,0,0,0,0,1,6,5,4
ENSG00000117614.10,991,877,712,752,1390,1365,1382,1482
ENSG00000284602.1,13,17,12,13,3,2,3,1
ENSG00000284657.1,2,8,2,1,1,2,0,1
ENSG00000117616.18,1116,1317,1268,1338,264,207,288,391
ENSG00000272432.1,0,3,3,2,2,3,1,3
ENSG00000261349.1,4,4,5,2,0,1,5,0
ENSG00000187010.21,14,14,13,12,11,3,4,6
ENSG00000224183.1,4,1,2,3,0,1,1,0
ENSG00000259984.1,2,1,1,0,0,1,0,2
ENSG00000183726.11,3462,3497,2641,2735,1380,1254,1300,1537
ENSG00000188672.19,5,6,4,1,10,7,2,11
ENSG00000238084.4,1,1,1,2,0,0,2,0
ENSG00000204178.11,603,493,398,446,272,223,240,333
ENSG00000157978.12,152,127,112,114,72,60,86,86
ENSG00000225643.1,1,0,0,1,0,1,1,1
ENSG00000117643.15,108,103,81,104,41,35,41,54
ENSG00000233478.1,0,2,1,1,0,4,0,1
ENSG00000162430.18,1466,1404,1044,1361,652,586,642,632
ENSG00000228172.5,7,8,5,5,1,0,1,2
ENSG00000117640.18,518,511,392,428,240,219,235,275
ENSG00000127423.11,34,49,35,42,1,0,2,5
ENSG00000236528.2,0,0,1,0,0,1,0,0
ENSG00000182749.6,22,19,16,20,11,12,20,9
ENSG00000207302.1,0,0,0,0,3,2,0,1
ENSG00000117632.23,998,1112,791,890,44,58,43,42
ENSG00000229786.1,0,0,0,0,1,0,0,0
ENSG00000223624.1,0,0,0,0,0,0,0,1
ENSG00000158006.14,298,232,196,231,51,58,57,41
ENSG00000158008.10,0,0,0,1,1,0,2,0
ENSG00000158014.15,0,1,2,0,1,2,4,6
ENSG00000284309.1,0,0,0,0,1,0,3,1
ENSG00000158022.7,1,0,0,0,0,0,1,1
ENSG00000175087.10,166,126,125,141,35,35,44,35
ENSG00000197245.6,0,0,0,0,4,3,5,2
ENSG00000236782.7,0,3,1,2,0,0,0,2
ENSG00000142675.18,6,5,4,5,5,2,4,3
ENSG00000188782.9,0,0,0,1,0,2,6,3
ENSG00000236155.7,1,1,0,0,2,4,3,0
ENSG00000278572.1,1,0,0,0,0,0,0,1
ENSG00000130695.16,586,559,403,438,158,155,168,229
ENSG00000270733.1,0,0,0,1,1,0,0,1
ENSG00000142669.15,6424,6166,4647,5721,5746,5059,5911,5574
ENSG00000158062.21,742,847,538,671,146,111,124,151
ENSG00000169442.9,360,397,241,334,733,631,691,744
ENSG00000176092.17,4,2,1,3,4,3,6,4
ENSG00000225854.2,0,1,0,0,1,0,0,0
ENSG00000176083.18,0,1,1,0,2,0,1,2
ENSG00000131914.11,0,0,0,1,0,3,2,1
ENSG00000117682.17,772,662,545,574,226,200,224,270
ENSG00000223583.1,7,10,8,5,1,1,1,4
ENSG00000225891.2,6,4,4,2,3,4,0,1
ENSG00000198830.11,1477,1667,1153,1400,555,511,488,556
ENSG00000224129.1,0,0,0,0,0,1,1,1
ENSG00000117676.14,6817,6321,4937,6093,2966,2856,3029,3259
ENSG00000243905.3,2,0,0,0,0,3,1,2
ENSG00000252802.1,0,0,1,0,1,4,2,1
ENSG00000289452.1,0,0,0,1,0,0,0,0
ENSG00000260063.1,6,7,7,7,5,2,6,4
ENSG00000117713.21,1734,1656,1247,1605,393,334,434,441
ENSG00000060642.12,687,723,548,609,63,50,41,66
ENSG00000241188.3,1,4,3,1,0,0,1,2
ENSG00000204160.12,796,762,573,731,733,640,764,850
ENSG00000175793.12,0,1,1,1,1,1,0,1
ENSG00000142751.15,527,483,427,445,228,194,222,239
ENSG00000289554.1,23,41,20,24,4,7,6,8
ENSG00000198746.13,249,262,187,222,159,151,156,158
ENSG00000090273.14,1599,1586,1235,1345,1048,922,1099,1086
ENSG00000175707.10,1,1,0,0,0,0,2,0
ENSG00000172746.6,5,6,2,9,1,2,4,4
ENSG00000224064.1,0,1,0,2,0,0,0,1
ENSG00000225294.1,1,1,3,1,1,1,0,0
ENSG00000253368.4,8,5,5,8,5,2,8,3
ENSG00000158246.8,0,3,1,0,0,1,3,1
ENSG00000090020.11,1251,1229,958,1231,1961,1683,1819,2120
ENSG00000229985.2,1,6,3,4,2,0,1,0
ENSG00000214973.3,30,17,28,18,31,22,37,34
ENSG00000225159.1,17,19,4,20,11,11,12,16
ENSG00000225990.2,2,2,0,0,0,2,2,1
ENSG00000224311.1,0,0,0,0,2,3,8,2
ENSG00000142784.16,761,679,565,667,679,684,674,718
ENSG00000252098.1,0,1,1,0,0,0,1,0
ENSG00000243659.1,0,0,0,1,0,1,0,0
ENSG00000186501.15,500,473,360,436,237,237,277,277
ENSG00000206888.1,1,1,1,0,0,0,0,0
ENSG00000241547.1,14,20,15,20,3,4,4,6
ENSG00000142765.18,9,7,6,6,9,6,5,3
ENSG00000142733.17,279,296,202,239,38,31,33,33
ENSG00000142748.13,0,0,1,1,0,0,1,0
ENSG00000174950.11,0,0,0,1,0,1,1,0
ENSG00000231207.1,0,0,0,0,0,1,3,0
ENSG00000181773.7,56,42,31,27,26,28,18,43
ENSG00000158195.11,4249,4040,3285,4023,4244,4281,3799,4619
ENSG00000241169.1,2,1,0,0,0,1,0,0
ENSG00000237429.1,1,0,1,1,0,0,1,0
ENSG00000126705.15,436,390,303,396,135,115,135,127
ENSG00000000938.13,3574,3336,2421,3206,2657,2568,2604,2962
ENSG00000235912.1,19,13,17,24,9,11,18,9
ENSG00000233975.2,15,17,17,19,2,1,2,3
ENSG00000126709.16,11732,14009,8081,9927,3381,2897,3136,2957
ENSG00000225886.3,320,345,213,265,1,0,2,1
ENSG00000226662.2,0,1,0,0,0,0,0,0
ENSG00000207095.1,0,0,0,0,0,0,0,0
ENSG00000287244.1,0,0,0,0,0,0,1,0
ENSG00000009780.16,177,194,141,155,52,33,53,51
ENSG00000231344.1,2,2,2,2,0,0,1,1
ENSG00000230833.1,0,0,2,0,0,0,0,0
ENSG00000117758.14,3947,3735,3262,3280,1275,1330,1179,1388
ENSG00000269971.1,2,1,4,1,0,2,0,1
ENSG00000270031.1,2,6,2,2,1,0,0,1
ENSG00000223062.1,0,0,0,0,0,1,0,0
ENSG00000286433.1,0,2,0,2,0,0,1,0
ENSG00000117751.18,855,807,613,679,446,417,419,468
ENSG00000252947.1,0,0,0,0,1,0,0,1
ENSG00000130775.16,4605,5191,3214,4062,56,45,59,72
ENSG00000117748.10,727,682,550,626,317,284,289,372
ENSG00000130768.15,1,0,0,0,1,2,0,1
ENSG00000158156.9,207,198,138,189,87,77,91,91
ENSG00000158161.16,994,1030,859,988,162,151,157,149
ENSG00000238231.2,0,1,2,1,1,3,4,4
ENSG00000240750.3,1,0,1,3,3,1,0,0
ENSG00000228589.3,11,16,9,10,11,12,13,9
ENSG00000228943.1,0,0,0,0,0,0,0,0
ENSG00000289576.1,1,1,0,0,1,2,3,0
ENSG00000214812.3,15,12,8,8,0,4,4,5
ENSG00000253005.1,0,0,0,0,4,2,4,2
ENSG00000169403.12,126,150,91,114,13,9,21,18
ENSG00000126698.11,2221,2209,1678,1730,1330,1251,1350,1428
ENSG00000130770.18,380,411,273,344,86,77,80,112
ENSG00000270605.1,6,5,3,3,2,1,0,3
ENSG00000271398.1,1,0,1,0,0,0,0,0
ENSG00000130766.5,736,644,591,684,2209,2005,2109,2280
ENSG00000130772.14,386,400,280,296,113,107,121,128
ENSG00000204138.13,2820,2959,2134,2435,132,164,150,182
ENSG00000206779.1,0,1,0,0,0,0,0,0
ENSG00000229820.2,1,4,2,2,0,0,1,0
ENSG00000221216.1,0,1,0,0,0,1,0,1
ENSG00000180198.17,733,665,535,733,425,439,443,510
ENSG00000242125.3,441,395,317,345,146,97,93,126
ENSG00000200087.1,12,16,21,18,0,1,46,1
ENSG00000231468.2,1,4,1,3,0,1,3,2
ENSG00000279443.1,13,9,10,11,3,3,7,6
ENSG00000180098.9,322,347,239,264,72,79,83,88
ENSG00000197989.15,387,376,310,350,55,49,53,70
ENSG00000221539.1,5,9,8,12,0,0,1,1
ENSG00000120656.14,561,563,446,444,388,377,400,407
ENSG00000188060.8,7,2,3,3,1,0,1,1
ENSG00000229388.1,0,0,0,4,0,0,2,2
ENSG00000162419.13,581,539,465,527,284,286,326,344
ENSG00000289291.1,1,1,0,2,0,0,0,0
ENSG00000198492.16,1640,1461,1155,1364,591,588,507,703
ENSG00000116329.12,0,0,2,1,9,13,8,12
ENSG00000233427.1,0,0,0,0,0,0,0,1
ENSG00000159023.22,355,297,220,252,256,262,257,257
ENSG00000225616.2,17,20,12,20,5,5,3,3
ENSG00000277958.1,0,0,0,0,1,0,0,0
ENSG00000253304.2,1,0,1,0,0,1,1,1
ENSG00000225750.1,0,0,1,0,1,1,0,1
ENSG00000116350.18,1942,2022,1478,1830,919,829,945,957
ENSG00000116353.16,254,247,179,198,74,61,83,75
ENSG00000237934.1,5,2,1,7,0,0,1,0
ENSG00000060656.20,50,52,30,41,18,13,15,25
ENSG00000284676.1,0,0,0,0,1,0,2,1
ENSG00000231251.1,0,0,0,0,0,1,0,1
ENSG00000162510.6,3,6,3,3,0,0,2,2
ENSG00000186056.10,42,38,24,37,8,4,8,11
ENSG00000287510.1,1,4,2,5,0,0,1,0
ENSG00000162511.8,30548,29693,22628,27271,23937,22520,23183,25125
ENSG00000264773.1,1,1,3,3,0,0,0,0
ENSG00000223382.6,1,1,0,2,0,0,1,0
ENSG00000235143.1,0,0,0,0,0,0,1,0
ENSG00000162512.16,925,868,598,865,682,608,643,794
ENSG00000266210.2,0,0,0,0,3,4,5,6
ENSG00000134644.16,2500,2372,1901,2244,1208,1094,1106,1311
ENSG00000237329.2,0,1,1,0,0,0,2,0
ENSG00000232768.1,0,0,1,3,0,0,0,0
ENSG00000215900.4,0,0,0,0,0,0,1,0
ENSG00000225142.2,2,1,1,1,2,3,3,5
ENSG00000084628.10,79,101,44,67,4,1,2,1
ENSG00000060688.13,845,808,678,754,196,169,204,224
ENSG00000229447.2,3,8,3,4,3,3,3,3
ENSG00000121766.16,330,277,206,276,139,124,138,140
ENSG00000229044.1,1,0,0,2,1,0,0,0
ENSG00000121769.8,5,8,4,4,9,9,10,4
ENSG00000168528.12,53,52,40,47,36,29,35,31
ENSG00000215899.3,17,34,12,19,2,6,7,7
ENSG00000284543.1,0,2,1,1,4,6,9,10
ENSG00000229167.2,0,0,0,0,0,0,0,0
ENSG00000142910.16,0,0,0,0,1,3,6,3
ENSG00000121764.12,0,1,0,0,0,0,2,0
ENSG00000162517.13,767,817,633,735,271,285,293,305
ENSG00000235790.7,0,1,0,2,9,11,12,8
ENSG00000264078.1,0,0,1,0,2,3,4,3
ENSG00000084636.18,1,2,0,0,0,1,7,0
ENSG00000121753.13,5,7,6,7,2,0,4,1
ENSG00000254545.1,7,3,4,6,0,0,0,0
ENSG00000134668.13,1136,1123,772,1005,305,301,298,371
ENSG00000203620.2,0,0,1,0,2,1,1,3
ENSG00000269967.1,7,2,5,5,0,0,0,2
ENSG00000184007.22,3618,3690,2814,3254,1841,1655,1741,1927
ENSG00000228634.1,1,4,5,2,1,0,1,0
ENSG00000284702.1,1,0,0,0,6,11,13,5
ENSG00000121774.18,3869,3568,3058,3191,2486,2350,2284,2755
ENSG00000203325.3,3,4,1,1,0,2,4,1
ENSG00000121775.18,183,196,114,146,74,74,76,71
ENSG00000276493.1,0,0,0,0,0,1,1,0
ENSG00000025800.14,1809,1659,1309,1534,482,412,398,502
ENSG00000084652.16,2279,2152,1710,2028,251,222,258,279
ENSG00000160050.16,26,37,27,29,3,5,6,5
ENSG00000224066.1,1,0,1,1,0,0,0,0
ENSG00000160051.12,38,41,28,36,4,0,4,9
ENSG00000222046.3,5,12,8,14,0,1,1,1
ENSG00000160055.20,142,148,119,116,56,57,64,56
ENSG00000084623.12,3681,3461,2709,3116,2750,2626,2504,2920
ENSG00000220785.8,9,8,5,7,2,3,1,5
ENSG00000183615.6,3,1,0,1,1,1,1,1
ENSG00000182866.17,0,0,0,0,5,1,3,2
ENSG00000277617.1,0,0,0,0,0,0,2,0
ENSG00000252450.1,0,0,0,0,1,3,1,3
ENSG00000116478.12,2263,2129,1756,1927,644,584,615,755
ENSG00000175130.7,4440,4516,3225,3817,775,760,764,832
ENSG00000233775.1,0,0,3,2,0,0,0,0
ENSG00000162526.7,1,3,6,1,2,0,3,1
ENSG00000225828.2,39,37,23,28,12,4,7,8
ENSG00000160058.19,1385,1281,1076,1183,781,645,692,789
ENSG00000224333.1,0,0,0,2,1,0,0,0
ENSG00000270850.1,0,0,0,0,0,0,1,0
ENSG00000229259.1,0,0,0,0,0,0,1,1
ENSG00000254553.1,0,0,0,0,8,0,1,2
ENSG00000273274.2,2,0,0,0,5,5,6,4
ENSG00000160062.15,11,11,8,15,11,10,7,10
ENSG00000176261.16,343,359,294,291,114,86,90,114
ENSG00000200591.1,0,0,0,2,0,0,0,0
ENSG00000162521.19,976,924,805,909,392,328,361,424
ENSG00000162520.15,0,2,0,1,0,1,1,0
ENSG00000224409.1,0,0,0,0,0,0,0,1
ENSG00000162522.11,203,160,154,152,79,80,82,96
ENSG00000134684.12,2859,2811,2341,2736,2447,2344,2414,2678
ENSG00000116497.18,358,341,264,331,63,61,81,74
ENSG00000160097.20,4,7,1,2,4,3,6,3
ENSG00000121905.10,2,3,0,1,0,0,1,0
ENSG00000121900.19,202,188,104,152,18,26,27,27
ENSG00000287691.1,14,12,12,13,0,1,2,0
ENSG00000116514.17,6659,7059,4955,6073,662,619,642,695
ENSG00000278966.2,0,1,0,0,1,4,1,0
ENSG00000217644.5,1,4,0,1,1,0,2,1
ENSG00000239670.1,3,5,3,6,0,1,7,1
ENSG00000236065.2,0,1,1,0,0,0,1,0
ENSG00000004455.17,1766,1829,1368,1633,449,391,435,476
ENSG00000276645.1,0,0,0,0,3,6,0,1
ENSG00000142920.17,76,100,59,75,1,2,8,0
ENSG00000278997.1,9,8,5,6,0,2,2,2
ENSG00000116525.14,123,123,88,106,31,31,26,28
ENSG00000279179.1,4,2,2,3,4,5,2,5
ENSG00000284721.1,0,0,0,0,0,0,2,2
ENSG00000160094.15,100,91,60,91,46,45,58,45
ENSG00000270115.1,0,1,1,1,0,0,0,1
ENSG00000184389.9,2,1,0,0,0,1,0,0
ENSG00000225313.5,58,60,68,76,31,18,28,33
ENSG00000134686.20,2685,2429,1869,2391,1751,1654,1752,2074
ENSG00000284154.1,2,1,2,1,1,0,0,0
ENSG00000222112.1,13,6,7,12,2,2,5,2
ENSG00000233246.1,1,0,0,1,0,1,0,0
ENSG00000234512.1,0,0,0,0,0,0,1,0
ENSG00000121903.15,295,289,204,285,61,46,64,75
ENSG00000235907.2,0,0,0,1,0,0,0,0
ENSG00000121904.19,0,1,0,0,9,7,17,5
ENSG00000231163.6,0,0,0,0,0,0,1,0
ENSG00000142698.15,0,1,0,0,0,0,1,0
ENSG00000287703.1,0,0,0,0,0,0,1,0
ENSG00000163866.9,469,455,354,417,154,143,193,152
ENSG00000189280.3,9,9,5,4,5,2,6,7
ENSG00000189433.7,0,0,1,0,1,0,0,3
ENSG00000255811.1,0,0,1,0,0,0,0,0
ENSG00000188910.8,1,0,1,0,0,0,0,1
ENSG00000187513.9,4,0,1,1,0,0,0,1
ENSG00000116544.12,6,4,4,2,1,0,2,0
ENSG00000284773.1,5,2,2,7,0,0,0,0
ENSG00000241014.2,2,6,1,0,0,0,0,0
ENSG00000243749.1,0,1,2,0,1,0,0,1
ENSG00000163867.17,186,178,162,192,81,71,56,72
ENSG00000197056.11,346,333,284,321,41,40,45,55
ENSG00000233940.1,0,0,0,0,0,3,1,0
ENSG00000228348.1,2,1,0,2,0,0,0,0
ENSG00000284640.1,1,0,0,0,4,4,6,3
ENSG00000116560.11,8523,8095,6642,7591,1618,1185,1483,1734
ENSG00000201868.1,0,0,0,0,2,0,0,0
ENSG00000146463.12,1867,1739,1452,1546,208,229,195,240
ENSG00000229994.1,29,31,11,30,5,10,5,10
ENSG00000227409.1,2,0,1,0,0,0,1,0
ENSG00000278702.1,0,0,0,0,0,0,1,0
ENSG00000142687.18,1250,1315,990,1158,348,346,341,398
ENSG00000236274.1,0,0,0,0,0,2,0,2
ENSG00000020129.16,862,819,593,800,211,203,205,232
ENSG00000239636.2,12,13,10,19,6,7,3,5
ENSG00000116819.9,21,29,29,41,17,5,6,12
ENSG00000126067.12,1401,1381,1046,1191,645,600,590,722
ENSG00000142686.8,412,381,325,357,75,71,90,103
ENSG00000092853.14,427,427,367,407,25,20,32,20
ENSG00000134698.11,564,531,410,527,185,167,181,210
ENSG00000092847.13,968,942,818,949,668,618,574,676
ENSG00000271164.1,1,0,0,0,0,0,0,0
ENSG00000286899.1,0,1,0,1,1,1,1,1
ENSG00000126070.20,547,508,491,528,157,141,141,176
ENSG00000271554.1,1,0,1,1,0,0,0,0
ENSG00000232862.5,3,2,1,2,1,3,3,4
ENSG00000092850.12,2,3,3,1,4,7,7,6
ENSG00000116863.11,1526,1422,986,1187,352,317,323,368
ENSG00000171812.13,211,189,168,164,64,70,73,84
ENSG00000054116.12,824,807,627,717,287,283,308,317
ENSG00000116871.16,2534,2508,1913,2302,1565,1453,1649,1658
ENSG00000264592.2,0,1,0,0,0,0,0,0
ENSG00000054118.15,3645,3528,2573,2956,2116,1896,1887,2243
ENSG00000231849.1,0,0,1,0,1,1,0,0
ENSG00000214193.11,61,70,56,90,8,7,4,11
ENSG00000286379.1,14,11,4,12,2,1,8,2
ENSG00000196182.11,2152,2133,1639,1974,2133,1730,2020,2278
ENSG00000181817.6,384,397,311,361,246,239,230,245
ENSG00000116885.18,25,21,15,22,8,10,2,9
ENSG00000201448.1,0,0,0,0,0,0,0,0
ENSG00000116898.12,707,685,515,623,507,446,454,485
ENSG00000119535.18,184,296,129,187,45,41,55,48
ENSG00000230214.1,0,0,0,0,0,0,0,0
ENSG00000284705.1,0,0,0,0,0,1,0,0
ENSG00000163873.10,0,0,0,0,2,1,4,1
ENSG00000284650.1,0,0,0,0,0,2,4,1
ENSG00000223944.2,0,0,1,0,1,0,1,0
ENSG00000207328.1,0,0,0,0,0,1,1,0
ENSG00000233621.3,361,389,297,305,32,22,35,47
ENSG00000163874.11,7173,6976,5242,6220,1786,1583,1718,1858
ENSG00000163875.16,746,679,575,631,737,690,642,851
ENSG00000263675.1,2,2,0,2,0,1,1,1
ENSG00000163877.11,439,409,316,372,329,285,291,310
ENSG00000232273.1,49,63,28,31,27,24,25,20
ENSG00000237749.4,14,15,6,13,0,2,3,5
ENSG00000163879.11,0,0,0,2,0,1,2,0
ENSG00000134697.13,2334,1951,1747,1915,1241,1183,1166,1422
ENSG00000169218.14,0,0,0,1,0,0,2,1
ENSG00000116922.15,287,309,238,280,148,129,128,158
ENSG00000134690.11,206,261,124,194,14,18,14,17
ENSG00000183317.17,7,5,9,7,1,4,3,0
ENSG00000200421.1,0,0,0,0,2,2,3,2
ENSG00000227416.2,1,0,0,1,0,0,0,1
ENSG00000185090.15,129,116,75,123,66,64,64,68
ENSG00000196449.4,1099,1007,812,950,606,590,508,658
ENSG00000197982.14,648,669,467,605,333,232,283,267
ENSG00000188786.10,2176,1963,1801,2030,659,602,593,753
ENSG00000235673.1,0,0,0,2,1,2,2,0
ENSG00000204084.13,407,372,290,352,111,127,108,132
ENSG00000252448.1,0,1,1,4,1,0,0,1
ENSG00000222282.1,0,0,0,2,0,0,0,0
ENSG00000277168.1,0,0,0,0,1,1,0,0
ENSG00000183431.12,1637,1502,1204,1315,557,536,485,616
ENSG00000212541.1,3,1,0,0,2,1,1,1
ENSG00000183386.10,80,88,61,65,22,23,24,37
